feature	metadata	value	coef	stderr	N	N.not.0	pval	qval
X29394	COVID19	TRUE	0.70691953268942	0.509085513776087	86	36	0.177136054939407	0.574788423170729
X365044	COVID19	TRUE	-0.606229235954995	0.436544146334315	86	37	0.173955537095386	0.574788423170729
X452471	COVID19	TRUE	0.782392645540277	0.551418195529659	86	25	0.172073012798681	0.574788423170729
X674703	COVID19	TRUE	-0.996815587206558	0.712374436040838	86	26	0.174519612317553	0.574788423170729
X2109914	COVID19	TRUE	0.802374469332722	0.579908696931975	86	40	0.175765163623174	0.574788423170729
X2509675	COVID19	TRUE	-1.37260452491695	0.95392744937194	86	18	0.172844240279251	0.574788423170729
X264731	COVID19	TRUE	0.625909516367339	0.459224101504595	86	48	0.181037325384549	0.583478406813716
X28118	COVID19	TRUE	0.875397343502303	0.64519871956486	86	33	0.185891871397629	0.59510350776288
X824	COVID19	TRUE	-0.665374507470776	0.493529477291255	86	32	0.191812804354671	0.598721099155824
X395495	COVID19	TRUE	0.609070098311772	0.451627448676032	86	39	0.192042616710359	0.598721099155824
X908290	COVID19	TRUE	-1.09252074249716	0.807207314520324	86	31	0.188385258027854	0.598721099155824
X2202826	COVID19	TRUE	-1.04192109704981	0.724823114546789	86	41	0.191771334950987	0.598721099155824
X80811	COVID19	TRUE	-1.03696214199521	0.774882452557417	86	20	0.201796008581756	0.606514603911559
X203491	COVID19	TRUE	0.913193296435811	0.684785482838143	86	33	0.200893968942591	0.606514603911559
X748678	COVID19	TRUE	0.980543220831662	0.738757212412278	86	28	0.1994310588273	0.606514603911559
X1150469	COVID19	TRUE	1.40939212278881	1.0580007688864	86	22	0.197799972293303	0.606514603911559
X2093856	COVID19	TRUE	-0.985525247408628	0.745651105884959	86	33	0.202171534637186	0.606514603911559
X2609248	COVID19	TRUE	1.16941025915576	0.872017564802695	86	30	0.197061649535734	0.606514603911559
X38294	COVID19	TRUE	0.681100244011506	0.524072723531094	86	36	0.204719715677648	0.606529840858621
X864051	COVID19	TRUE	0.995498027868436	0.766839250588834	86	34	0.204622574150649	0.606529840858621
X149539	COVID19	TRUE	-0.61725474986719	0.48151979096762	86	47	0.207412615726733	0.609464981045088
X1246301	COVID19	TRUE	0.886723262968619	0.690346611789458	86	50	0.208265811132808	0.609464981045088
X96901	COVID19	TRUE	-0.652368714665454	0.509497449855577	86	24	0.213734707607988	0.619180128777589
X2596890	COVID19	TRUE	0.765020234603832	0.59525114165268	86	21	0.214181805551996	0.619180128777589
X564	COVID19	TRUE	0.600197059804616	0.478546246949123	86	42	0.219319391282045	0.62271041453295
X338187	COVID19	TRUE	-0.808415949360406	0.640289537684756	86	29	0.218300394107421	0.62271041453295
X2027919	COVID19	TRUE	0.753785132237869	0.597034991378241	86	41	0.217605244033935	0.62271041453295
X45243	COVID19	TRUE	0.841103232033217	0.68215523924906	86	36	0.227230257279086	0.641354039775883
X375	COVID19	TRUE	-1.03088989596774	0.737365253705252	86	32	0.229413787837636	0.643708098815013
X495	COVID19	TRUE	-0.817090016784674	0.633980749762572	86	38	0.236733766279704	0.644297807450678
X620	COVID19	TRUE	0.671067147681898	0.543452274413822	86	34	0.235706306005721	0.644297807450678
X66269	COVID19	TRUE	0.787859179393067	0.659035168543523	86	42	0.242979553672797	0.644297807450678
X95485	COVID19	TRUE	-0.751683518528509	0.616440503626949	86	36	0.23491869736972	0.644297807450678
X1074311	COVID19	TRUE	1.0601791805109	0.863862922026904	86	22	0.236452627253943	0.644297807450678
X1309807	COVID19	TRUE	0.657767422903989	0.550618639334387	86	35	0.243131248094596	0.644297807450678
X1458985	COVID19	TRUE	0.97399538901451	0.799451194583648	86	27	0.235835246448209	0.644297807450678
X2494373	COVID19	TRUE	0.722550402861702	0.601443906553555	86	25	0.242567039968941	0.644297807450678
X2603206	COVID19	TRUE	-0.971052425320843	0.789491339084238	86	18	0.238756747651595	0.644297807450678
X2683284	COVID19	TRUE	0.953502408227987	0.788655940473007	86	28	0.239710833476179	0.644297807450678
X1305	COVID19	TRUE	0.661860984865867	0.550592563965747	86	49	0.246791545487772	0.644717975551353
X54291	COVID19	TRUE	0.679175170042076	0.583804016723539	86	35	0.2596898264936	0.644717975551353
X59374	COVID19	TRUE	-1.45668915153753	1.24257524101658	86	24	0.261583445895762	0.644717975551353
X83771	COVID19	TRUE	-0.694984588234366	0.588302622389119	86	41	0.25067653536694	0.644717975551353
X109790	COVID19	TRUE	1.00135232034792	0.86182689370727	86	28	0.259450085972309	0.644717975551353
X177437	COVID19	TRUE	-1.24735987563044	1.04353111974046	86	19	0.253216750135114	0.644717975551353
X186490	COVID19	TRUE	-1.24140632942339	1.05306996856274	86	18	0.259035019480343	0.644717975551353
X186807	COVID19	TRUE	-0.559757727249423	0.490872289361867	86	38	0.262212342257783	0.644717975551353
X242600	COVID19	TRUE	0.786177284006011	0.678991042075049	86	28	0.260926480780954	0.644717975551353
X1218933	COVID19	TRUE	1.12160890264971	0.937372189690785	86	22	0.249471563255188	0.644717975551353
X1717717	COVID19	TRUE	-1.11330672908963	0.657462122265567	86	30	0.251153742886375	0.644717975551353
X1834205	COVID19	TRUE	1.33796022466504	1.10144721107505	86	20	0.254961071555556	0.644717975551353
X2036206	COVID19	TRUE	0.72729185009893	0.620193186983084	86	33	0.253657923229126	0.644717975551353
X2169539	COVID19	TRUE	0.91562731395522	0.765433683279176	86	29	0.244737751181511	0.644717975551353
X313596	COVID19	TRUE	-1.22516867870487	1.06691613164429	86	25	0.267145652572618	0.653479365523788
X518	COVID19	TRUE	-0.615614491482846	0.554576664502322	86	36	0.274761775710662	0.653766675699122
X240016	COVID19	TRUE	-1.19897473823274	1.0627671849469	86	22	0.273315011645331	0.653766675699122
X312306	COVID19	TRUE	-1.31116218235719	1.1611068790358	86	28	0.270512167968966	0.653766675699122
X445932	COVID19	TRUE	0.893036576931359	0.782542200690129	86	22	0.269507573287435	0.653766675699122
X2320868	COVID19	TRUE	0.75093978715311	0.662506201485722	86	29	0.275486586615353	0.653766675699122
X2599640	COVID19	TRUE	-1.2568396203227	1.04465490007245	86	26	0.2746729468009	0.653766675699122
X546269	COVID19	TRUE	-0.711546016440039	0.648649705775782	86	41	0.282181393046402	0.660581658332352
X1348660	COVID19	TRUE	0.574802650004049	0.521073964535975	86	39	0.27984132907818	0.660581658332352
X2060312	COVID19	TRUE	-0.953656526814714	0.858708220492183	86	20	0.282512910481761	0.660581658332352
X1646	COVID19	TRUE	-0.724516537260368	0.670876978002666	86	40	0.28865370023018	0.660785223019956
X282217	COVID19	TRUE	0.789633876573549	0.723990070859199	86	32	0.286788167501184	0.660785223019956
X649743	COVID19	TRUE	1.05306413921034	0.944242306191412	86	23	0.28507170116791	0.660785223019956
X1173263	COVID19	TRUE	-0.818370653893951	0.749892587171732	86	20	0.289526439436417	0.660785223019956
X1977865	COVID19	TRUE	-1.15272158525936	1.05140449875846	86	21	0.288393996337802	0.660785223019956
X83333	COVID19	TRUE	0.668104270245152	0.623206181255736	86	41	0.292617691100872	0.663098180276203
X1424653	COVID19	TRUE	2.35261952165667	2.14725784671177	86	17	0.29332015940939	0.663098180276203
X946483	COVID19	TRUE	-0.603660492340974	0.567214956641714	86	42	0.29583080520083	0.665619311701867
X624	COVID19	TRUE	0.45637009087891	0.435229706779571	86	38	0.303074004697989	0.678715024605355
X526224	COVID19	TRUE	-1.45143318080265	1.39236432559132	86	23	0.311160984593799	0.693569110519824
X450851	COVID19	TRUE	-0.65239968136092	0.582512223663509	86	31	0.315938134330256	0.697696713312649
X881260	COVID19	TRUE	0.666168083685925	0.624036366920852	86	36	0.315743456973839	0.697696713312649
X1871047	COVID19	TRUE	0.756107296317667	0.736214799137817	86	29	0.317483762215097	0.697879053348393
X546	COVID19	TRUE	0.655682624609867	0.655944662396198	86	36	0.326293311210279	0.708447958422198
X1768	COVID19	TRUE	0.566573912661719	0.559968642402711	86	27	0.32424823150982	0.708447958422198
X34038	COVID19	TRUE	-0.687284498536579	0.682485930623629	86	23	0.326811720295896	0.708447958422198
X436515	COVID19	TRUE	0.82603394522372	0.829947105000103	86	41	0.328232701910494	0.708447958422198
X2086577	COVID19	TRUE	-0.84336182650125	0.847783725261777	86	30	0.330028866826669	0.709116078722166
X731	COVID19	TRUE	-0.506911982599262	0.509858699386727	86	32	0.336489628675581	0.716542646777912
X335929	COVID19	TRUE	0.661708723799611	0.674467325879799	86	40	0.335510634204492	0.716542646777912
X907	COVID19	TRUE	0.448470975977183	0.477342852292062	86	49	0.353155124598388	0.728166057413643
X69665	COVID19	TRUE	-0.541748024092936	0.564966149605513	86	29	0.346116011759283	0.728166057413643
X402881	COVID19	TRUE	-0.825782877229001	0.855961620506885	86	27	0.344690809484455	0.728166057413643
X909932	COVID19	TRUE	0.342029088286327	0.362282278557474	86	57	0.350934474007141	0.728166057413643
X1049583	COVID19	TRUE	0.68988200142968	0.723674445433645	86	26	0.351568008719336	0.728166057413643
X1196094	COVID19	TRUE	0.757644460331806	0.762783083865466	86	22	0.349132225697068	0.728166057413643
X1882831	COVID19	TRUE	-0.696070506811192	0.724517198346816	86	20	0.351207732220729	0.728166057413643
X2624949	COVID19	TRUE	0.805460022595614	0.843979977771042	86	20	0.354160430440179	0.728166057413643
X433	COVID19	TRUE	-0.452397706244633	0.487898631479512	86	39	0.360361560730956	0.731457295611346
X59753	COVID19	TRUE	-0.792301557767181	0.844678200738969	86	24	0.359301849429184	0.731457295611346
X2126319	COVID19	TRUE	0.554354572373241	0.596534973828658	86	50	0.35832134489681	0.731457295611346
X299767	COVID19	TRUE	-0.747760311949508	0.804231662700509	86	30	0.362040174511204	0.731750691702731
X260554	COVID19	TRUE	-1.0150503626421	1.0929889694336	86	25	0.364634863086599	0.733885357351509
X1286	COVID19	TRUE	0.838804628969611	0.918251595108941	86	19	0.375536179111122	0.73921191362977
X255247	COVID19	TRUE	0.654299053404298	0.719869082520125	86	23	0.374714437415098	0.73921191362977
X269798	COVID19	TRUE	-0.667778478810282	0.730032294500646	86	33	0.376579654113279	0.73921191362977
X1437824	COVID19	TRUE	-0.342738483355383	0.373574511399884	86	36	0.373236976576481	0.73921191362977
X1697053	COVID19	TRUE	0.748630539722649	0.805256046334083	86	23	0.368973090534553	0.73921191362977
X2493639	COVID19	TRUE	0.662935422976834	0.726132305038962	86	22	0.372134315337946	0.73921191362977
X712633	COVID19	TRUE	0.664369995740793	0.741393403037381	86	44	0.379292877344896	0.741486485629161
X2070	COVID19	TRUE	0.724116244313955	0.811314898513521	86	32	0.38103663422028	0.741854998053361
X1309	COVID19	TRUE	-0.40799531708529	0.465220368027329	86	47	0.386347029299512	0.744417931982075
X61646	COVID19	TRUE	-0.616756030480116	0.696455538253917	86	30	0.384271867048262	0.744417931982075
X1608957	COVID19	TRUE	0.582991130284064	0.655874567046803	86	26	0.387034899646865	0.744417931982075
X162	COVID19	TRUE	-0.928829313977624	1.07845163930247	86	25	0.398412834624107	0.753487904467689
X285	COVID19	TRUE	0.52870918019892	0.588132547126372	86	39	0.405967277669174	0.753487904467689
X867076	COVID19	TRUE	0.847171260302037	0.945680433659411	86	16	0.400327688413577	0.753487904467689
X882083	COVID19	TRUE	-0.475385644390053	0.561670707347913	86	29	0.405742943154675	0.753487904467689
X1034889	COVID19	TRUE	0.55604776376805	0.6462678046254	86	50	0.395540878300409	0.753487904467689
X1842539	COVID19	TRUE	1.07223274330544	0.86580995625061	86	22	0.405797262253543	0.753487904467689
X1855352	COVID19	TRUE	0.637870614693171	0.737575172063628	86	18	0.400763014871449	0.753487904467689
X1882682	COVID19	TRUE	-0.668377278897838	0.786728150465296	86	26	0.404467579454693	0.753487904467689
X2170745	COVID19	TRUE	-0.795915445021837	0.935569331081634	86	30	0.403780740936297	0.753487904467689
X76831	COVID19	TRUE	-0.778191404256209	0.920349235444019	86	29	0.407620232146622	0.753623452457127
X209	COVID19	TRUE	0.515492071268552	0.621656085437554	86	32	0.417051104434709	0.756550879578943
X47878	COVID19	TRUE	0.531718592380183	0.633980998140949	86	35	0.414188711223093	0.756550879578943
X795665	COVID19	TRUE	0.411823287387091	0.496432436304925	86	48	0.411921846499872	0.756550879578943
X1404367	COVID19	TRUE	-0.689208778983337	0.831886664542864	86	23	0.416710962114193	0.756550879578943
X1561003	COVID19	TRUE	0.891977011953979	1.06541660361377	86	24	0.418719983666333	0.756550879578943
X1759059	COVID19	TRUE	0.974252527442263	1.12836843250684	86	13	0.417559014118122	0.756550879578943
X28056	COVID19	TRUE	0.4663369782377	0.566011302220912	86	29	0.422151448583981	0.759872607451165
X129337	COVID19	TRUE	-0.753483784794375	0.93146503514375	86	27	0.427569084587105	0.766731027624244
X89966	COVID19	TRUE	0.673636734252032	0.84210041913887	86	38	0.429863763925033	0.76795885914697
X582	COVID19	TRUE	0.471425781990901	0.594203654366834	86	44	0.435295785513957	0.769452974195398
X649831	COVID19	TRUE	0.623308973421732	0.782993465870461	86	24	0.435539419355886	0.769452974195398
X2599297	COVID19	TRUE	-0.453765634383018	0.571232925657122	86	33	0.433452910758605	0.769452974195398
X1678	COVID19	TRUE	-0.399422215331623	0.509954878824051	86	44	0.441087993343049	0.771013858165837
X31969	COVID19	TRUE	0.410819237881759	0.52665354288881	86	34	0.441272082346485	0.771013858165837
