metadata	feature	value	coef	stderr	N	N.not.0	pval	qval
outcome	GO.0030554.adenyl.nucleotide.binding	Stabilized	0.00245390268454196	0.000611023783175012	39	32	0.000373721815881729	0.0696685518866476
outcome	GO.0032559.adenyl.ribonucleotide.binding	Stabilized	0.00244927382270442	0.000610425672830986	39	32	0.000377398633344443	0.0696685518866476
outcome	GO.0005524.ATP.binding	Stabilized	0.00240502905861194	0.000609522068322094	39	32	0.000452393194069141	0.0696685518866476
