"obs.tot"	"obs.groups"	"df"	"statistic"	"pvalue"
"GO:0009690"	87	3	2	4.09612721685154	0.128984426279272
"GO:0008081"	87	3	2	4.3304237084169	0.114725626915648
"GO:0018205"	87	3	2	0.2497868134945	0.88259097581368
"GO:0036048"	87	3	2	2.74839823697754	0.253042171471058
"GO:0016782"	87	3	2	3.49065835829204	0.174587508939618
"GO:0072593"	87	3	2	2.69518154971524	0.259865581766974
"GO:0046677"	87	3	2	1.46829250820746	0.479915009593938
"GO:0009226"	87	3	2	2.09729793694839	0.350410845554417
"GO:0008443"	87	3	2	0.506333923114821	0.776338252358779
"GO:0036361"	87	3	2	2.76911551934255	0.25043452755354
"GO:0009218"	87	3	2	2.41734131571176	0.298593949237227
"GO:0009220"	87	3	2	2.48254399009286	0.289016356655781
"GO:0033865"	87	3	2	4.83244115635897	0.0892583256410568
"GO:0033875"	87	3	2	4.83244115635897	0.0892583256410568
"GO:0034032"	87	3	2	4.83244115635897	0.0892583256410568
"GO:0015171"	87	3	2	3.0366484602207	0.219078705012366
"GO:0072341"	87	3	2	3.66475644787545	0.160032521674431
"GO:0016410"	87	3	2	2.13553098833835	0.343775828912639
"GO:0016884"	87	3	2	7.44815409177131	0.0241353659855293
"GO:0015926"	87	3	2	3.90759035121772	0.141735139817476
"GO:0031177"	87	3	2	3.55967707008309	0.168665378618433
"GO:0016877"	87	3	2	4.83870014752193	0.0889794287362887
"GO:0051087"	87	3	2	1.63510001800274	0.441512031010997
"GO:0019362"	87	3	2	5.04254558305454	0.0803572635883448
"GO:0008933"	87	3	2	1.11810815694166	0.571749638430228
"GO:0006458"	87	3	2	5.45471550689967	0.0653918429750577
"GO:0071949"	87	3	2	4.72113535567918	0.0943666381389484
"GO:0000774"	87	3	2	6.40563586196434	0.0406475005898925
"GO:0060590"	87	3	2	2.162302160099	0.339204848903707
"GO:0042803"	87	3	2	2.62680792615196	0.268903160301137
"GO:0008932"	87	3	2	2.59649376795869	0.273009991933118
"GO:0006720"	87	3	2	6.52731010273659	0.0382483425617155
"GO:0051246"	87	3	2	5.33914246473306	0.0692819247887371
"GO:0009309"	87	3	2	5.59757315099231	0.0608838958317394
"GO:0042401"	87	3	2	5.59757315099231	0.0608838958317394
"GO:0008299"	87	3	2	6.69826210381562	0.0351148538328295
"GO:0016886"	87	3	2	4.74792415394436	0.0931110812097947
"GO:0006801"	87	3	2	2.89101060810094	0.235626983200209
"GO:0009070"	87	3	2	4.31601648819995	0.115555049432918
"GO:0006002"	87	3	2	4.69295977920631	0.0957054637570151
"GO:0016861"	87	3	2	4.29855374267466	0.116568421269733
"GO:0070887"	87	3	2	1.44090306978884	0.486532519944442
"GO:0008080"	87	3	2	0.590880343702637	0.744203937735074
"GO:0048522"	87	3	2	3.29485440831483	0.192544649988587
"GO:0016725"	87	3	2	3.12228920739366	0.209895686275812
"GO:0015662"	87	3	2	3.98223414386009	0.136542812078717
"GO:0006596"	87	3	2	2.63772429940119	0.267439434945262
"GO:0006595"	87	3	2	3.4691574058455	0.176474532832089
"GO:0005261"	87	3	2	3.3865547680262	0.183915772558021
"GO:0032268"	87	3	2	5.39203146717411	0.0674738115389478
"GO:0071310"	87	3	2	2.09818466706302	0.350255520065286
"GO:0016796"	87	3	2	4.32608436750891	0.1149748139478
"GO:0016042"	87	3	2	5.71694636377926	0.0573562660314939
"GO:0000917"	87	3	2	1.49082739550537	0.474537944045701
"GO:0046451"	87	3	2	3.98302806616447	0.13648862064337
"GO:0035967"	87	3	2	9.97707041650315	0.00681564067815498
"GO:0051787"	87	3	2	8.47517247369105	0.0144424103623723
"GO:0042623"	87	3	2	6.65731035712205	0.0358412727839471
"GO:0070838"	87	3	2	3.77530363454137	0.151426969877082
"GO:0044781"	87	3	2	5.27496480884229	0.0715411547171516
"GO:2000142"	87	3	2	4.72196767575624	0.0943273746856912
"GO:0051084"	87	3	2	7.18210028814231	0.0275693634126109
"GO:0051085"	87	3	2	7.18210028814231	0.0275693634126109
"GO:0061077"	87	3	2	0.387371836455336	0.823916640833037
"GO:0034620"	87	3	2	9.26739023551314	0.00971878063205215
"GO:0008134"	87	3	2	3.27785795681818	0.194187910400137
"GO:0044183"	87	3	2	9.47853252543523	0.00874506040886679
"GO:0015252"	87	3	2	2.33425838205752	0.311259225641025
"GO:0046933"	87	3	2	2.33425838205752	0.311259225641025
"GO:1901682"	87	3	2	6.84104383181987	0.0326953662533692
"GO:0006261"	87	3	2	3.07993130112791	0.214388465423384
"GO:0016661"	87	3	2	4.66444176044079	0.0970799046581033
"GO:0016987"	87	3	2	4.84514059547454	0.0886933559029832
"GO:0008452"	87	3	2	3.90300562686278	0.142060420779656
"GO:0015749"	87	3	2	3.39146923768783	0.183464403103242
"GO:0016840"	87	3	2	4.82126970731779	0.0897582930995751
"GO:0004611"	87	3	2	0.537859355872311	0.764196993668471
"GO:0006081"	87	3	2	4.9061403926452	0.0860290545377561
"GO:0019363"	87	3	2	4.52083005708444	0.104307185311071
"GO:0006066"	87	3	2	2.03631190481066	0.361260507885819
"GO:0004055"	87	3	2	4.46908719366088	0.107040972545429
"GO:0009254"	87	3	2	1.27870617180599	0.527633647304576
"GO:0004112"	87	3	2	0.409662738441677	0.814784702606568
"GO:0004113"	87	3	2	6.62859890640661	0.0363595111965185
"GO:0008664"	87	3	2	6.62859890640661	0.0363595111965185
"GO:0006304"	87	3	2	6.91721254254322	0.0314735971206441
"GO:0009112"	87	3	2	5.98084836346488	0.0502661102350356
"GO:0043244"	87	3	2	2.13414651609626	0.344013885345079
"GO:0070548"	87	3	2	0.714248209013093	0.699685658202785
"GO:0004360"	87	3	2	1.03626651833241	0.59563140026771
"GO:0004067"	87	3	2	2.26860153175551	0.321646949243785
"GO:0008235"	87	3	2	4.77805107989752	0.091719016862595
"GO:0010447"	87	3	2	12.8360986470188	0.001631836316864
"GO:0015930"	87	3	2	6.00101607614084	0.0497617810657184
"GO:0048878"	87	3	2	2.14389459516533	0.342341227678615
"GO:0015288"	87	3	2	6.72456637854992	0.034656042241829
"GO:0022829"	87	3	2	6.72456637854992	0.034656042241829
"GO:0046040"	87	3	2	5.53732291695981	0.0627459365978381
"GO:0006188"	87	3	2	5.51596570035814	0.0634195661892053
"GO:0050801"	87	3	2	2.04428323127191	0.359823510758454
"GO:0098771"	87	3	2	2.02243376565076	0.36377603730968
"GO:0016615"	87	3	2	5.15456909697776	0.0759800442761252
"GO:0051920"	87	3	2	2.64946823140992	0.265873641317554
"GO:0009432"	87	3	2	3.74613414117062	0.153651677839555
"GO:0016878"	87	3	2	4.12830540300595	0.126925789050209
"GO:0003684"	87	3	2	5.44493019382309	0.0657125667590072
"GO:0047661"	87	3	2	4.46553096494077	0.107231472951389
"GO:0016984"	87	3	2	7.06395352699389	0.0292470441972209
"GO:0004520"	87	3	2	6.48549344204362	0.0390564704053934
"GO:0051119"	87	3	2	4.53824003923228	0.103403132787416
"GO:0015145"	87	3	2	4.53824003923228	0.103403132787416
"GO:0008784"	87	3	2	2.74699574103547	0.253219679011515
"GO:0015977"	87	3	2	0.448743376038762	0.799018093716856
"GO:0140104"	87	3	2	1.01485009520511	0.602043818809279
"GO:0043101"	87	3	2	1.90313310221023	0.386135648176275
"GO:0005507"	87	3	2	6.46698459155692	0.0394195932460049
"GO:0003994"	87	3	2	1.48906772397356	0.474955643227547
"GO:0006544"	87	3	2	2.08263797762869	0.352988786509887
"GO:0061505"	87	3	2	4.87251637674825	0.0874876018873329
"GO:0055080"	87	3	2	1.95418448811163	0.376404000105017
"GO:0031554"	87	3	2	1.31151724966248	0.519048150374663
"GO:0051701"	87	3	2	2.60283304240797	0.272146019263288
"GO:0051537"	87	3	2	3.82899851760441	0.147415631187354
"GO:0004634"	87	3	2	3.68167427727788	0.158684529537177
"GO:0070085"	87	3	2	1.51995699776315	0.467676482469241
"GO:0071214"	87	3	2	0.994021015881376	0.608346591307691
"GO:0104004"	87	3	2	0.994021015881376	0.608346591307691
"GO:0000272"	87	3	2	6.4054272731589	0.0406517401177643
"GO:0004312"	87	3	2	3.61167903935699	0.164336434978279
"GO:0009074"	87	3	2	3.3029806554126	0.191763904493818
"GO:0071467"	87	3	2	13.0113946745904	0.00149489794707554
"GO:0071468"	87	3	2	11.5492460647629	0.00310536806123622
"GO:0016712"	87	3	2	1.0869101791194	0.580738279289318
"GO:0098776"	87	3	2	5.0652169211493	0.079451503639226
"GO:0003747"	87	3	2	1.46693733793094	0.480240303066632
"GO:0008079"	87	3	2	1.46693733793094	0.480240303066632
"GO:0042180"	87	3	2	2.94311201496321	0.229567997610361
"GO:0016814"	87	3	2	3.31264728480483	0.190839285483366
"GO:0098661"	87	3	2	4.82717330278225	0.0894937354260187
"GO:0070330"	87	3	2	3.45963904666356	0.177316408556929
"GO:0006189"	87	3	2	5.74118728222979	0.0566652777545099
"GO:0006560"	87	3	2	6.95266539355917	0.0309205985700983
"GO:0003333"	87	3	2	2.34878113186963	0.30900724185508
"GO:0016408"	87	3	2	2.38904597875777	0.302848381627316
"GO:0009130"	87	3	2	4.20306175151645	0.122269106095589
"GO:0009129"	87	3	2	4.26890299184461	0.118309465807215
"GO:0016071"	87	3	2	4.83179409109637	0.089287208294005
"GO:0000966"	87	3	2	2.7121227039099	0.257673666819882
"GO:0034471"	87	3	2	2.7121227039099	0.257673666819882
"GO:0003690"	87	3	2	1.89243702449079	0.388206248518199
"GO:0032879"	87	3	2	1.69460482259548	0.428569478185637
"GO:0016812"	87	3	2	5.46624986586384	0.0650158018704989
"GO:0043952"	87	3	2	0.769515731253115	0.680615416641743
"GO:0016453"	87	3	2	3.77515127788638	0.151438505769772
"GO:0008272"	87	3	2	6.58685276782729	0.037126421838458
"GO:0008374"	87	3	2	5.06018367534918	0.0796517049226331
"GO:0006814"	87	3	2	4.98994316993024	0.0824987955645934
"GO:0032977"	87	3	2	1.43630742355094	0.487651771044949
"GO:0008875"	87	3	2	0.653108754919452	0.721405145802767
"GO:0016405"	87	3	2	5.41112808163484	0.0668326168896013
"GO:0015002"	87	3	2	6.33400367008443	0.0421297205926179
"GO:0042887"	87	3	2	2.78235635629364	0.248782022354149
"GO:0042559"	87	3	2	4.7418253581587	0.0933954472969529
"GO:0033717"	87	3	2	9.50555607474982	0.00862769382428964
"GO:0009982"	87	3	2	5.9471776020795	0.0511195229438993
"GO:0016805"	87	3	2	2.09761262073818	0.350355715585227
"GO:0016413"	87	3	2	1.90995414977987	0.384820966514869
"GO:0015035"	87	3	2	2.62263870527699	0.269464303314857
"GO:0055065"	87	3	2	1.80394455674526	0.405768581428116
"GO:0016728"	87	3	2	2.65481391890907	0.265163951484706
"GO:0009065"	87	3	2	6.17585442914452	0.0455963680084128
"GO:0016639"	87	3	2	4.08086502721375	0.12997248385204
"GO:0008219"	87	3	2	1.10687772481427	0.574969166898858
"GO:0012501"	87	3	2	1.03690355680725	0.595441710419849
"GO:0000967"	87	3	2	4.41425585056865	0.110016169857951
"GO:0033283"	87	3	2	0.824877403222193	0.662033777050999
"GO:0042430"	87	3	2	4.88628859307923	0.0868872223093769
"GO:0006568"	87	3	2	4.88781240994859	0.0868210474146398
"GO:0006586"	87	3	2	4.88781240994859	0.0868210474146398
"GO:0010608"	87	3	2	4.33618608572277	0.114395556467127
"GO:0034248"	87	3	2	4.2069180335215	0.122033581154401
"GO:0006417"	87	3	2	4.1792496322111	0.123733549945136
"GO:0055076"	87	3	2	1.75676699053885	0.415453952444635
"GO:0008811"	87	3	2	3.46005239722079	0.177279765425532
"GO:0004176"	87	3	2	0.957547723870179	0.619542571010916
"GO:0008861"	87	3	2	2.1254057065512	0.345520655470752
"GO:0070566"	87	3	2	5.0127849796046	0.0815619446968894
"GO:0008234"	87	3	2	0.643439046932592	0.724901479673921
"GO:0051604"	87	3	2	6.48281864686151	0.0391087393792377
"GO:0043173"	87	3	2	0.570911101417114	0.751671751712558
"GO:0072509"	87	3	2	3.91280866962548	0.141365812299578
"GO:0001522"	87	3	2	5.27105806761954	0.0716810376834391
"GO:0004129"	87	3	2	5.33266726132207	0.0695065955675904
"GO:0016676"	87	3	2	5.33266726132207	0.0695065955675904
"GO:0016675"	87	3	2	5.31537308349795	0.0701102313643834
"GO:0043891"	87	3	2	9.188852997387	0.0101080160794421
"GO:0015079"	87	3	2	5.51886186793788	0.0633277958050853
"GO:0004365"	87	3	2	9.13105076456022	0.0104044114771356
"GO:0070008"	87	3	2	2.12159001889203	0.346180484146178
"GO:0030145"	87	3	2	3.68137532413021	0.158708250929825
"GO:0044275"	87	3	2	4.88368893838447	0.0870002341290877
"GO:0042440"	87	3	2	5.52483543599264	0.0631389315448662
"GO:0016799"	87	3	2	3.69135602067534	0.157918214402227
"GO:0009312"	87	3	2	5.24317314273348	0.0726874474714168
"GO:0009089"	87	3	2	3.59389633433625	0.165804123350177
"GO:0009396"	87	3	2	5.06325644236929	0.0795294233164171
"GO:0062197"	87	3	2	1.46619018666219	0.480419742657545
"GO:0033284"	87	3	2	0.351603660725787	0.83878418842636
"GO:0015424"	87	3	2	0.351603660725787	0.83878418842636
"GO:1904680"	87	3	2	2.50178916667552	0.286248609050489
"GO:0016896"	87	3	2	3.07056430814192	0.215394908044874
"GO:0004532"	87	3	2	3.18583614496153	0.203331409402868
"GO:0090503"	87	3	2	3.60748891354004	0.164681091059733
"GO:0003678"	87	3	2	5.11412491640403	0.077532160213538
"GO:0007059"	87	3	2	5.5296164639679	0.0629881773076917
"GO:0043546"	87	3	2	3.86807536847324	0.144563317467666
"GO:0046434"	87	3	2	3.61601405482349	0.163980620239512
"GO:0019350"	87	3	2	13.8125687449145	0.00100147198883847
"GO:0046374"	87	3	2	13.8125687449145	0.00100147198883847
"GO:0015294"	87	3	2	4.23819642732598	0.120139920214708
"GO:1990451"	87	3	2	13.0358635766823	0.00147672011595618
"GO:0071941"	87	3	2	0.497844982731751	0.779640399905386
"GO:0015675"	87	3	2	0.0261877760460546	0.986991463992707
"GO:0009235"	87	3	2	2.75694422372879	0.251963230743549
"GO:0009236"	87	3	2	2.75694422372879	0.251963230743549
"GO:0070475"	87	3	2	0.488841535143498	0.783158037420193
"GO:0016744"	87	3	2	6.61922613960583	0.0365303056979094
"GO:0008653"	87	3	2	2.8845759066747	0.236386298679744
"GO:0016783"	87	3	2	4.08844375579164	0.129480902741368
"GO:0043021"	87	3	2	0.895995588520511	0.638906093290925
"GO:0043711"	87	3	2	5.77563984002572	0.0556975053662726
"GO:0009060"	87	3	2	6.31100325925533	0.0426170176711409
"GO:0008137"	87	3	2	5.96575114696859	0.0506469851385105
"GO:0004645"	87	3	2	5.76819338957736	0.0559052662534585
"GO:0046496"	87	3	2	5.64786491232153	0.0593720052282304
"GO:1901264"	87	3	2	3.36469769297062	0.185936725898594
"GO:0019748"	87	3	2	3.18000124904777	0.203925484377838
"GO:0046940"	87	3	2	0.48110292851134	0.786194183508487
"GO:0043211"	87	3	2	3.64472714373875	0.161643243646663
"GO:0019751"	87	3	2	2.08912452708602	0.351845801408349
"GO:0006402"	87	3	2	4.07566057799277	0.130311141889242
"GO:0016709"	87	3	2	4.14744251093443	0.125717084786335
"GO:0047420"	87	3	2	10.9345444493296	0.00422273513484409
"GO:0016893"	87	3	2	6.61273861147562	0.0366489937848255
"GO:0006353"	87	3	2	3.81070085523277	0.148770500194829
"GO:0015298"	87	3	2	5.08670418252944	0.0786024750179523
"GO:0016706"	87	3	2	0.583650641524281	0.746898992325755
"GO:0009103"	87	3	2	2.81538864346436	0.244706848466119
"GO:0004529"	87	3	2	5.5095436166075	0.0636235363750997
"GO:0009893"	87	3	2	1.07413393376991	0.584459981347698
"GO:0016774"	87	3	2	3.82830389710183	0.147466839039257
"GO:0000908"	87	3	2	9.85319035559709	0.00725115017552342
"GO:0051704"	87	3	2	2.06599612664479	0.355938233950373
"GO:0022411"	87	3	2	1.0107662532969	0.603274400646045
"GO:0042181"	87	3	2	3.81547021643317	0.148416152739805
"GO:0044764"	87	3	2	2.14590556785084	0.341997181245603
"GO:0009250"	87	3	2	5.22945647654632	0.0731876756027149
"GO:0010604"	87	3	2	1.33349129228193	0.513376571219678
"GO:0046365"	87	3	2	2.7080903122324	0.258193711474447
"GO:0044242"	87	3	2	7.8303000026732	0.0199375577610244
"GO:0006566"	87	3	2	4.67334104275072	0.0966488935525362
"GO:0015116"	87	3	2	6.6689528264569	0.0356332384201852
"GO:0044550"	87	3	2	1.20056931579458	0.548655434760715
"GO:0016790"	87	3	2	4.52840582714453	0.103912829044925
"GO:0019430"	87	3	2	2.75242769157465	0.252532873720825
"GO:0009262"	87	3	2	3.2467522999668	0.197231689988929
"GO:0016901"	87	3	2	4.4584441976184	0.107612109172434
"GO:0046112"	87	3	2	3.87023462927178	0.144407326736828
"GO:0046033"	87	3	2	2.69776995984482	0.259529479954134
"GO:0006167"	87	3	2	1.94743165878518	0.377677044042969
"GO:0046148"	87	3	2	6.39700009970798	0.0408233911295417
"GO:0032984"	87	3	2	0.927458656761518	0.628933765951176
"GO:0004470"	87	3	2	3.20063634529208	0.201832290263594
"GO:0000746"	87	3	2	1.744422728031	0.418026118476671
"GO:0043624"	87	3	2	0.770013137340164	0.680446166563531
"GO:0006415"	87	3	2	0.648927157335656	0.722915036699078
"GO:0055072"	87	3	2	0.70662825955963	0.70235652761884
"GO:0016999"	87	3	2	1.83097908681532	0.400320603801482
"GO:0017144"	87	3	2	1.83097908681532	0.400320603801482
"GO:0071805"	87	3	2	5.95508683633037	0.0509177640056396
"GO:0006817"	87	3	2	2.33739344950511	0.310771698515423
"GO:0006527"	87	3	2	5.86483123169596	0.0532682070794466
"GO:0006534"	87	3	2	3.33886570065787	0.188353860181485
"GO:0008988"	87	3	2	1.8651274009671	0.393543488340203
"GO:0017038"	87	3	2	2.51875860172427	0.283830144962105
"GO:0055082"	87	3	2	0.83755449411145	0.657850717132258
"GO:0033866"	87	3	2	3.54717537915375	0.169722981848948
"GO:0034030"	87	3	2	3.54717537915375	0.169722981848948
"GO:0034033"	87	3	2	3.54717537915375	0.169722981848948
"GO:0032502"	87	3	2	6.81439061290275	0.0331340008950957
"GO:0019320"	87	3	2	0.213114423843541	0.898923617542339
"GO:0006873"	87	3	2	0.786800828115794	0.674758510693051
"GO:0030003"	87	3	2	0.733630152242907	0.692937773937729
"GO:0004332"	87	3	2	0.985675834151478	0.610890275924331
"GO:0006269"	87	3	2	6.07460821569444	0.0479640211817575
"GO:0006222"	87	3	2	3.99148689618072	0.13591257265448
"GO:0009174"	87	3	2	3.99148689618072	0.13591257265448
"GO:0009173"	87	3	2	4.01897416951909	0.134057417130112
"GO:0046049"	87	3	2	4.01897416951909	0.134057417130112
"GO:0006007"	87	3	2	8.22505049974304	0.016366393067031
"GO:0046537"	87	3	2	7.17465321789373	0.0276722102637348
"GO:0006643"	87	3	2	7.14678375107881	0.0280605143099551
"GO:0044728"	87	3	2	3.43918532997313	0.179139102680765
"GO:0015105"	87	3	2	3.63431081037838	0.162487304699698
"GO:0006305"	87	3	2	3.36352632285693	0.186045658157355
"GO:0006306"	87	3	2	3.36352632285693	0.186045658157355
"GO:0030490"	87	3	2	7.61123082189311	0.0222455028267151
"GO:1901661"	87	3	2	3.58647073410958	0.16642086512914
"GO:1901663"	87	3	2	3.58647073410958	0.16642086512914
"GO:0009147"	87	3	2	1.73574677712767	0.419843444424579
"GO:0016857"	87	3	2	6.47514611651381	0.0392590590227645
"GO:0015299"	87	3	2	5.04540534161885	0.0802424445102424
"GO:0016895"	87	3	2	5.3277590263162	0.0696773824001033
"GO:0006302"	87	3	2	7.8394521037362	0.0198465309197914
"GO:0015700"	87	3	2	3.67206419260867	0.159448850245551
"GO:0016841"	87	3	2	3.09717234618354	0.212548267955294
"GO:0070925"	87	3	2	2.41082490703577	0.299568415981748
"GO:0016485"	87	3	2	3.70775835317093	0.156628397104726
"GO:0046486"	87	3	2	5.44793924273603	0.0656137749312166
"GO:0010628"	87	3	2	1.09142290692199	0.57942939960957
"GO:0019239"	87	3	2	3.11462026171709	0.210702070625118
"GO:0006026"	87	3	2	3.55738980093049	0.168858380518033
"GO:0016701"	87	3	2	4.15472867540573	0.125259920357463
"GO:0016885"	87	3	2	2.86132706975186	0.239150185097365
"GO:0022836"	87	3	2	3.60500868514977	0.164885441100931
"GO:0009297"	87	3	2	7.01638847431496	0.0299509499470976
"GO:0019400"	87	3	2	1.91768763107787	0.383335836797215
"GO:0019184"	87	3	2	4.38000536369493	0.111916448474083
"GO:0006071"	87	3	2	1.47621907181469	0.47801673535179
"GO:0006650"	87	3	2	5.69189778902954	0.0580791296167859
"GO:0006548"	87	3	2	4.13939104262079	0.126224208436263
"GO:0052805"	87	3	2	4.13939104262079	0.126224208436263
"GO:0008409"	87	3	2	1.0600945018194	0.588577158215148
"GO:0043022"	87	3	2	0.547385689785379	0.760565651011206
"GO:0006027"	87	3	2	3.42410011981371	0.180495386714029
"GO:0006637"	87	3	2	4.32843908104136	0.114839527228648
"GO:0035383"	87	3	2	4.32843908104136	0.114839527228648
"GO:0031667"	87	3	2	1.97655626746233	0.372217047538533
"GO:0006047"	87	3	2	0.875241672084745	0.645570513528675
"GO:0006112"	87	3	2	2.65920929401135	0.264581843849159
"GO:0005977"	87	3	2	2.65920929401135	0.264581843849159
"GO:0006875"	87	3	2	0.6379010471537	0.726911513398273
"GO:0042594"	87	3	2	1.865786409053	0.393413835531452
"GO:0046685"	87	3	2	9.23902768328179	0.00985758724489558
"GO:0070567"	87	3	2	2.2608816527438	0.322890886226395
"GO:0004030"	87	3	2	2.54879979352424	0.279598705975151
"GO:0004029"	87	3	2	2.45318110929914	0.293290834034036
"GO:0015718"	87	3	2	6.04677575005843	0.0486361656797281
"GO:0009253"	87	3	2	3.42100788852843	0.180774669300805
"GO:0009148"	87	3	2	1.35309278658022	0.508369673002495
"GO:0097170"	87	3	2	1.36194109075833	0.506125536113518
"GO:0097171"	87	3	2	1.36194109075833	0.506125536113518
"GO:0000150"	87	3	2	1.58803008871802	0.4520262415272
"GO:0006664"	87	3	2	7.26517715387899	0.0264476339877079
"GO:0006289"	87	3	2	3.51659200210916	0.172338278007304
"GO:0008092"	87	3	2	3.80284401458795	0.149356082705204
"GO:0019359"	87	3	2	4.17210592963086	0.124176298029578
"GO:0046912"	87	3	2	6.32889892938863	0.042237388588072
"GO:0015846"	87	3	2	2.19713085970911	0.333348953303815
"GO:0031564"	87	3	2	1.28552375230383	0.525838116904549
"GO:0016623"	87	3	2	7.20293848712298	0.0272836067211136
"GO:0005518"	87	3	2	1.63621645463299	0.441265639685414
"GO:0047112"	87	3	2	16.3609163980442	0.000280073581282951
"GO:0015628"	87	3	2	4.7160143718732	0.0946085727554496
"GO:0006357"	87	3	2	1.89316729133909	0.38806452731655
"GO:0000981"	87	3	2	0.980834349139391	0.612370875333727
"GO:0008175"	87	3	2	3.57887680572929	0.16705396035387
"GO:0006206"	87	3	2	3.15907573601437	0.206070307885512
"GO:0018467"	87	3	2	11.1011429632739	0.00388523626773086
"GO:0017000"	87	3	2	1.32856190672722	0.514643447335709
"GO:0006772"	87	3	2	1.84430473075029	0.397662204942157
"GO:0042723"	87	3	2	1.84430473075029	0.397662204942157
"GO:0019213"	87	3	2	2.93376343392595	0.230643576951772
"GO:0006308"	87	3	2	0.491436586048092	0.782142528900019
"GO:0019321"	87	3	2	7.14708018890454	0.0280563555192429
"GO:0006549"	87	3	2	6.02183165959598	0.0492465566375065
"GO:0009097"	87	3	2	6.02183165959598	0.0492465566375065
"GO:0010035"	87	3	2	1.61405245758499	0.446182941293012
"GO:0006476"	87	3	2	1.14364286662039	0.564496309357481
"GO:0033558"	87	3	2	0.421083690219857	0.81014515383103
"GO:0036046"	87	3	2	3.17021323525982	0.204925943233652
"GO:0036047"	87	3	2	3.17021323525982	0.204925943233652
"GO:0036049"	87	3	2	3.17021323525982	0.204925943233652
"GO:0036054"	87	3	2	3.17021323525982	0.204925943233652
"GO:0036055"	87	3	2	3.17021323525982	0.204925943233652
"GO:0034979"	87	3	2	2.12429189580102	0.345713131371444
"GO:0046916"	87	3	2	0.553294038560484	0.758322122963119
"GO:0044780"	87	3	2	2.88900988480649	0.235862813335298
"GO:0051173"	87	3	2	2.72217143807093	0.256382266681671
"GO:0031325"	87	3	2	2.30685723994744	0.315553001203433
"GO:0046467"	87	3	2	7.18866787026858	0.0274789798649825
"GO:0009247"	87	3	2	6.81079395367016	0.0331936403598467
"GO:0016434"	87	3	2	2.36646023541231	0.306287793403265
"GO:0019152"	87	3	2	10.6023545923555	0.00498572078036568
"GO:0016226"	87	3	2	5.63742673648584	0.0596826829653783
"GO:0031163"	87	3	2	5.63742673648584	0.0596826829653783
"GO:0019344"	87	3	2	2.99118923014201	0.224115302766117
"GO:0004185"	87	3	2	1.51776954428391	0.46818827257185
"GO:0006879"	87	3	2	0.0247679776162242	0.987692377217561
"GO:0008199"	87	3	2	2.98449136086654	0.224867108437776
"GO:0032261"	87	3	2	0.958105434599545	0.619369832327014
"GO:0009263"	87	3	2	2.40117436014973	0.301017408585078
"GO:0009062"	87	3	2	9.04035030337198	0.0108871166047177
"GO:0051258"	87	3	2	1.25808546267379	0.533101878549902
"GO:0103111"	87	3	2	11.6334512666775	0.00297733809806368
"GO:0009228"	87	3	2	2.33945280969861	0.310451867772761
"GO:0042724"	87	3	2	2.33945280969861	0.310451867772761
"GO:0061615"	87	3	2	1.2096956312995	0.546157536945398
"GO:0003872"	87	3	2	1.16829221892519	0.557581772394762
"GO:1901269"	87	3	2	5.40331031194843	0.0670943691392092
"GO:0000105"	87	3	2	6.57319866659333	0.0373807529775219
"GO:0099133"	87	3	2	3.71670881092734	0.155929015292945
"GO:0019290"	87	3	2	0.988397755275723	0.610059443844102
"GO:0009237"	87	3	2	1.23189562962	0.540128710628307
"GO:0051703"	87	3	2	4.04765747938446	0.132148532910508
"GO:0042710"	87	3	2	4.69588264059778	0.0955656990076539
"GO:0044010"	87	3	2	4.69588264059778	0.0955656990076539
"GO:0030258"	87	3	2	7.45599839619073	0.0240408888045531
"GO:0005984"	87	3	2	5.00709733017975	0.0817942226932223
"GO:2001070"	87	3	2	3.56775090884742	0.167985862580942
"GO:0015693"	87	3	2	3.55185926076546	0.169325965747627
"GO:0004371"	87	3	2	0.219840459115749	0.895905599231889
"GO:0009435"	87	3	2	3.50312496356959	0.173502636840146
"GO:0004148"	87	3	2	1.53866625086974	0.463321942928674
"GO:0031669"	87	3	2	1.52438411657005	0.466642397719946
"GO:0006486"	87	3	2	0.329213310401174	0.848227284268587
"GO:0043413"	87	3	2	0.329213310401174	0.848227284268587
"GO:0051156"	87	3	2	1.88879558984481	0.388913706204566
"GO:0090599"	87	3	2	3.02248305190024	0.220635882672514
"GO:0009267"	87	3	2	1.43434639637389	0.488130154725449
"GO:0051049"	87	3	2	2.49008208331554	0.287929090801063
"GO:0015407"	87	3	2	3.52037594367365	0.172012527273257
"GO:0006612"	87	3	2	3.02773421194757	0.220057345336855
"GO:0004674"	87	3	2	6.31932046742839	0.042440158366096
"GO:0008745"	87	3	2	4.56589089516215	0.101983377202557
"GO:0004416"	87	3	2	1.24109435148943	0.537650167962362
"GO:0006563"	87	3	2	3.92671550237814	0.140386246556351
"GO:0009071"	87	3	2	2.54253716239895	0.28047558993817
"GO:0000725"	87	3	2	7.38835867888792	0.0248678533570962
"GO:0009891"	87	3	2	2.58190866253577	0.275008208885629
"GO:0008216"	87	3	2	1.00174210593363	0.606002569412726
"GO:0008295"	87	3	2	0.699418964276621	0.704892843936635
"GO:0006721"	87	3	2	8.98781748850013	0.0111768707871226
"GO:0031328"	87	3	2	2.68634918951927	0.261015732745007
"GO:0016114"	87	3	2	8.97556685557121	0.0112455427618535
"GO:0010557"	87	3	2	2.81483035349597	0.244775166690367
