"obs.tot"	"obs.groups"	"df"	"statistic"	"pvalue"
"GO:0016887"	87	3	2	5.66994997116831	0.0587199946618661
"GO:0008652"	87	3	2	0.871390420949983	0.646814838282353
"GO:0006928"	87	3	2	0.187852797956156	0.910349762447917
"GO:0050839"	87	3	2	0.881166439496782	0.643660915835364
"GO:0040011"	87	3	2	4.26587973112725	0.118488441225706
"GO:0097435"	87	3	2	1.14885298480439	0.563027676882132
"GO:0007015"	87	3	2	1.21223359439199	0.545464912666334
"GO:0048870"	87	3	2	0.302403840716056	0.859674095431646
"GO:0031589"	87	3	2	0.809164131222244	0.66725562166257
"GO:0005102"	87	3	2	0.590419773282326	0.744375336629832
"GO:0044877"	87	3	2	0.286805644024222	0.866404991590183
"GO:0007160"	87	3	2	0.827828696697364	0.6610575695136
"GO:0016477"	87	3	2	0.763445420252378	0.682684328413406
"GO:0005178"	87	3	2	0.871430264052878	0.646801952855624
"GO:0033627"	87	3	2	0.880087888035044	0.644008120157201
"GO:0023051"	87	3	2	1.31833833327203	0.517280930261153
"GO:0010646"	87	3	2	1.30188843329137	0.521553085089233
"GO:0050804"	87	3	2	2.74616546366783	0.253324822118753
"GO:0099177"	87	3	2	2.74616546366783	0.253324822118753
"GO:0007187"	87	3	2	2.76502046745393	0.250947824060688
"GO:0007188"	87	3	2	2.76502046745393	0.250947824060688
"GO:0007193"	87	3	2	2.78245930055254	0.248769217343243
"GO:0051966"	87	3	2	2.78261156245052	0.248750279027553
"GO:0001640"	87	3	2	2.78271307964071	0.248737653133299
"GO:0001642"	87	3	2	2.78271307964071	0.248737653133299
"GO:0007196"	87	3	2	2.78271307964071	0.248737653133299
"GO:0098988"	87	3	2	2.78271307964071	0.248737653133299
"GO:1901605"	87	3	2	4.49445549810628	0.105691823052782
"GO:0019899"	87	3	2	0.403299116518959	0.817381322290291
"GO:0007264"	87	3	2	0.422345764037434	0.809634083606533
"GO:0051020"	87	3	2	0.660224570641986	0.718843013381671
"GO:0005085"	87	3	2	0.692968359549664	0.707170006787516
"GO:0006457"	87	3	2	1.1830273967722	0.553488835158213
"GO:0006508"	87	3	2	4.93655613868933	0.0847306337342281
"GO:0071705"	87	3	2	4.67660567952212	0.0964912604753186
"GO:0018193"	87	3	2	3.76675407816943	0.152075672125941
"GO:0009056"	87	3	2	4.63615567701287	0.0984626649687655
"GO:0032774"	87	3	2	5.15099801967752	0.0761158307717606
"GO:0140097"	87	3	2	4.97718932432872	0.0830265649990508
"GO:1901575"	87	3	2	4.66877726108326	0.096869687594968
"GO:0022804"	87	3	2	5.75948531820467	0.0561492104632949
"GO:0004713"	87	3	2	2.18815399413667	0.334848530533335
"GO:0018108"	87	3	2	2.45188536062378	0.293480911205295
"GO:0018212"	87	3	2	2.24488939454678	0.325483113517609
"GO:0006996"	87	3	2	3.36953372200062	0.185487671325531
"GO:0015075"	87	3	2	7.3944030522712	0.0247928115139774
"GO:0034220"	87	3	2	6.1587276190694	0.0459885047926252
"GO:0046914"	87	3	2	3.28065301544409	0.19391671664788
"GO:0140110"	87	3	2	4.94619289960556	0.0843233513132506
"GO:0097659"	87	3	2	5.07588652802893	0.0790287740764534
"GO:0006351"	87	3	2	5.17152514656734	0.0753386064816485
"GO:0016746"	87	3	2	5.08720295233323	0.0785828751914832
"GO:0051540"	87	3	2	2.05996050565829	0.357014010516203
"GO:0051536"	87	3	2	2.05996050565829	0.357014010516203
"GO:0008094"	87	3	2	4.53567495494871	0.103535836743826
"GO:0051276"	87	3	2	3.61260457942443	0.164260402594834
"GO:0071103"	87	3	2	3.44849248249	0.178307401898008
"GO:0001882"	87	3	2	2.51722229102437	0.284048254366663
"GO:0032549"	87	3	2	2.51722229102437	0.284048254366663
"GO:0042886"	87	3	2	4.16195147887235	0.124808372315426
"GO:0015833"	87	3	2	4.25820630418946	0.118943920637327
"GO:0015318"	87	3	2	7.47135765834931	0.0238569707629762
"GO:0006629"	87	3	2	4.7684806305328	0.0921589647511681
"GO:0006790"	87	3	2	2.62592920384414	0.269021331862033
"GO:0000160"	87	3	2	4.81533062717463	0.0900252300915798
"GO:0003916"	87	3	2	1.56016644386852	0.458367863457676
"GO:0006265"	87	3	2	2.27749938323291	0.320219144306625
"GO:0016775"	87	3	2	6.20675595739808	0.0448972838806724
"GO:0090079"	87	3	2	0.862501716028837	0.649695908904758
"GO:0008135"	87	3	2	0.862501716028837	0.649695908904758
"GO:0045182"	87	3	2	0.848934243517419	0.654118257661625
"GO:0003918"	87	3	2	2.49974238585893	0.286541703080609
"GO:0015031"	87	3	2	3.59880707627089	0.165397512114436
"GO:0008104"	87	3	2	5.17529921757138	0.0751965739089452
"GO:0033036"	87	3	2	5.19029761876353	0.0746347688942123
"GO:0045184"	87	3	2	5.22273527546705	0.0734340438856662
"GO:0008270"	87	3	2	2.79187128741135	0.247601261393
"GO:0003700"	87	3	2	5.22152696295015	0.0734784229274512
"GO:0004673"	87	3	2	6.29300553492271	0.0430022530795958
"GO:0016903"	87	3	2	2.94706194630004	0.229115056115689
"GO:0019001"	87	3	2	2.58299176029273	0.274859318817798
"GO:0032561"	87	3	2	2.56823947670641	0.276894215744578
"GO:0000096"	87	3	2	1.6154098752419	0.445880215734526
"GO:0001883"	87	3	2	2.56088089222416	0.277914866969851
"GO:0032550"	87	3	2	2.56088089222416	0.277914866969851
"GO:0005525"	87	3	2	2.56088089222416	0.277914866969851
"GO:0009066"	87	3	2	2.18728874136905	0.334993426182804
"GO:1901607"	87	3	2	4.47134731872591	0.106920077875046
"GO:0006091"	87	3	2	4.52789701408519	0.103939268510194
"GO:0006555"	87	3	2	0.6568097785552	0.720071411481149
"GO:0016757"	87	3	2	2.92332918230117	0.231850017851079
"GO:0044248"	87	3	2	5.0750496846254	0.079061848349605
"GO:0004823"	87	3	2	2.60304822312004	0.272116740551264
"GO:0006429"	87	3	2	2.60304822312004	0.272116740551264
"GO:0030001"	87	3	2	5.99834190937147	0.0498283612180623
"GO:0008324"	87	3	2	6.11693425742592	0.046959623135741
"GO:0003924"	87	3	2	2.52003098344899	0.283649632243778
"GO:0008643"	87	3	2	5.33681818715333	0.0693624868040251
"GO:0051082"	87	3	2	1.90746758824559	0.385299704562566
"GO:0006820"	87	3	2	4.96926272256575	0.0833562772000403
"GO:0008237"	87	3	2	3.69619386221492	0.157536684384956
"GO:0032787"	87	3	2	5.65139438380514	0.0592673217250692
"GO:0046034"	87	3	2	1.91657033241306	0.383550046935132
"GO:0006414"	87	3	2	0.481737687568311	0.785944701161617
"GO:0044255"	87	3	2	4.81511561829809	0.0900349087236097
"GO:0015399"	87	3	2	4.13143862705255	0.126727101256994
"GO:0003746"	87	3	2	0.150426213748242	0.927545798879221
"GO:0042626"	87	3	2	4.27897200310551	0.117715332972942
"GO:0006260"	87	3	2	4.32384163356968	0.115103815221865
"GO:0009141"	87	3	2	0.433026837895008	0.805321728280169
"GO:0009142"	87	3	2	0.0732604547245126	0.964032542306261
"GO:0009201"	87	3	2	0.00865607727990446	0.995681313821812
"GO:0009199"	87	3	2	0.0103797879534852	0.994823550254901
"GO:0140299"	87	3	2	6.2655412637942	0.0435968389720239
"GO:0023014"	87	3	2	6.29162226317454	0.0430320052681466
"GO:0000155"	87	3	2	6.29156489973305	0.043033239517805
"GO:0009144"	87	3	2	0.31898970561625	0.852574355748926
"GO:0009205"	87	3	2	0.522327914718865	0.770154636742264
"GO:0009145"	87	3	2	0.522327914718865	0.770154636742264
"GO:0009206"	87	3	2	0.522327914718865	0.770154636742264
"GO:0046039"	87	3	2	5.24371931236986	0.0726676003431375
"GO:0006183"	87	3	2	5.24371931236986	0.0726676003431375
"GO:0004386"	87	3	2	5.27356971010745	0.0715910756134898
"GO:0098655"	87	3	2	6.23141673015322	0.0443470820943923
"GO:0016810"	87	3	2	4.55227282907068	0.102680154887132
"GO:0022890"	87	3	2	6.24638963150309	0.044016319515433
"GO:0044282"	87	3	2	5.07361825553256	0.0791184543189772
"GO:0051301"	87	3	2	3.77450291755816	0.151487607087832
"GO:0098660"	87	3	2	6.49005077571116	0.0389675750415595
"GO:0004175"	87	3	2	4.11864956624018	0.127540058027515
"GO:0000287"	87	3	2	5.53884409018882	0.0626982310227578
"GO:0019842"	87	3	2	4.11988805315852	0.127461104129164
"GO:0044272"	87	3	2	3.67543347916049	0.159180461944881
"GO:0016052"	87	3	2	4.62122657868865	0.0992003943552049
"GO:1901565"	87	3	2	5.36228027048904	0.0684850274317292
"GO:0009064"	87	3	2	4.87361190001757	0.0874396926581274
"GO:0016747"	87	3	2	5.92351451527977	0.0517279379450166
"GO:0015672"	87	3	2	7.24118299444838	0.0267668392981265
"GO:0006310"	87	3	2	5.4966451054094	0.0640351868159432
"GO:0008610"	87	3	2	4.56273886570175	0.102144231228126
"GO:0042558"	87	3	2	2.24426977288203	0.325583967333927
"GO:0006760"	87	3	2	2.04592782346058	0.359527750908657
"GO:0006575"	87	3	2	4.83325014205667	0.0892222285876265
"GO:0009132"	87	3	2	1.34227069894575	0.511127939398601
"GO:0006090"	87	3	2	1.94470030830151	0.378193180588658
"GO:0022853"	87	3	2	4.96009503184058	0.0837392465502988
"GO:0000097"	87	3	2	1.87654768393089	0.391302703031604
"GO:0098662"	87	3	2	6.42109589102168	0.0403345061042708
"GO:0009185"	87	3	2	1.21642674046275	0.544322503629146
"GO:0016054"	87	3	2	4.84335825890536	0.0887724318385671
"GO:0009067"	87	3	2	4.38108108819509	0.111856269026863
"GO:0009072"	87	3	2	0.486585717881365	0.784041866475599
"GO:0046395"	87	3	2	5.42543902818795	0.0663561047535216
"GO:0009135"	87	3	2	1.23616675073592	0.538976463841975
"GO:0009179"	87	3	2	1.23616675073592	0.538976463841975
"GO:0009073"	87	3	2	0.0589078217990645	0.970975628003205
"GO:0008509"	87	3	2	5.34701517583537	0.0690097425539784
"GO:0043565"	87	3	2	3.41450257149982	0.181363624884522
"GO:0006730"	87	3	2	0.333085257990255	0.846586727024745
"GO:0009605"	87	3	2	1.04841265234628	0.59202505274168
"GO:0016645"	87	3	2	2.18921392891163	0.334671118747789
"GO:0016646"	87	3	2	0.563859430221154	0.754326700438688
"GO:0034062"	87	3	2	1.44035551448466	0.486665739910909
