"x"
"CRR125941"2
"CRR125949"2
"SRR11092059"1
"SRR11092060"1
"SRR11092061"1
"SRR11092062"1
"CRR125979"2
"CRR125993"2
"SRR5677655"2
"CRR125952"1
"CRR125963"1
"SRR11092063"1
"CRR125947"2
"CRR125943"1
"SRR10971381"2
"CRR119894"1
"CRR119895"1
"CRR119896"1
"CRR119897"1
"CRR125934"3
"CRR125935"1
"CRR125936"1
"CRR125937"3
"CRR125938"2
"CRR125939"2
"CRR125940"2
"CRR125942"1
"CRR125944"1
"CRR125945"3
"CRR125946"2
"CRR125948"2
"CRR125950"1
"CRR125951"1
"CRR125953"1
"CRR125954"1
"CRR125955"2
"CRR125956"3
"CRR125957"1
"CRR125958"3
"CRR125959"1
"CRR125960"3
"CRR125961"3
"CRR125962"3
"CRR125964"1
"CRR125965"1
"CRR125966"1
"CRR125967"1
"CRR125968"2
"CRR125969"3
"CRR125970"2
"CRR125971"1
"CRR125972"2
"CRR125973"2
"CRR125974"1
"CRR125975"2
"CRR125976"1
"CRR125977"3
"CRR125978"2
"CRR125980"2
"CRR125981"2
"CRR125982"2
"CRR125983"1
"CRR125984"1
"CRR125985"1
"CRR125986"2
"CRR125987"1
"CRR125988"1
"CRR125989"1
"CRR125990"3
"CRR125991"3
"CRR125992"2
"CRR125994"1
"SRR10903401"1
"SRR10903402"1
"SRR11059940_PE"4
"SRR11059940_SE"4
"SRR11059941_PE"4
"SRR11059942_PE"4
"SRR11059942_SE"3
"SRR11059943_SE"3
"SRR11059944_PE"4
"SRR11059944_SE"3
"SRR11059945_PE"3
"SRR11059945_SE"3
"SRR11059946_PE"4
"SRR11059946_SE"4
"SRR11059947_PE"4
"SRR11059947_SE"3
"SRR11092056"1
"SRR11092057"1
"SRR11092058"1
"SRR11092064"1
"SRR5677652"2
"SRR5677654"1
"SRR5677656"1
"SRR5677657"3
"SRR5677658"1
"SRR5677659"1
"SRR5677660"2
"SRR5677661"1
