"obs.tot"	"obs.groups"	"df"	"statistic"	"pvalue"
"GO:0005089"	126	3	2	8.59865534636195	0.0135776845856605
"GO:1902531"	126	3	2	8.42128686372099	0.0148368187842585
"GO:0035023"	126	3	2	8.86104227983191	0.011908282174271
"GO:0031267"	126	3	2	10.3379367863764	0.00569043608497104
"GO:0017016"	126	3	2	10.3112549728317	0.00576686031303156
"GO:0017048"	126	3	2	9.18359938805716	0.0101346027669624
"GO:0046686"	126	3	2	9.86030798221088	0.00722539054982527
"GO:0055067"	126	3	2	9.13112657789269	0.0104040170880575
"GO:0051046"	126	3	2	6.31936736521538	0.0424391632030102
"GO:0016647"	126	3	2	14.3409059831796	0.000768974313421123
"GO:1903530"	126	3	2	6.46947822012695	0.0393704749610889
"GO:0002791"	126	3	2	4.7113817237194	0.0948279708708769
"GO:0050708"	126	3	2	4.7113817237194	0.0948279708708769
"GO:0043865"	126	3	2	4.67090892216172	0.0967664959257887
"GO:1900750"	126	3	2	2.04672697692	0.359384120683268
"GO:0090729"	126	3	2	14.4796562754356	0.000717435049539555
"GO:0008718"	126	3	2	10.8447472497479	0.00441665072404831
"GO:0004085"	126	3	2	13.4952778943799	0.0011736473955555
"GO:0004779"	126	3	2	17.3927602916074	0.00016718992006832
"GO:0004781"	126	3	2	17.4298290188076	0.000164119701463771
"GO:0102148"	126	3	2	19.5689884911467	5.6318118973891e-05
"GO:0102953"	126	3	2	15.8346494420706	0.000364375830711903
"GO:0103068"	126	3	2	15.8346494420706	0.000364375830711903
"GO:0009966"	126	3	2	15.5201542007825	0.000426423701983933
"GO:0070647"	126	3	2	18.3212815127828	0.000105095535834627
"GO:0018198"	126	3	2	13.7174476198489	0.00105025340070484
"GO:0004834"	126	3	2	29.3327244124499	4.27051079724394e-07
"GO:0019405"	126	3	2	12.1479407024026	0.00230201523349205
"GO:0035673"	126	3	2	11.9886189348158	0.00249289780662737
"GO:0015682"	126	3	2	15.1373233062947	0.000516383086031063
"GO:0008792"	126	3	2	18.0237225982522	0.000121954650551464
"GO:0000018"	126	3	2	19.9284569644568	4.70533505358911e-05
"GO:0051053"	126	3	2	17.804826311987	0.000136060195525691
"GO:0035725"	126	3	2	8.48594747693716	0.0143648110739447
"GO:0006878"	126	3	2	16.2816689402709	0.000291393937214409
"GO:0032446"	126	3	2	17.6514963307444	0.000146901514460465
"GO:0034250"	126	3	2	17.2575621756167	0.000178882554458482
"GO:0045727"	126	3	2	17.7140079050212	0.000142381006029021
"GO:0032101"	126	3	2	8.19112090738641	0.0166464141237571
"GO:0004615"	126	3	2	9.15448672340301	0.0102832043358684
"GO:0015920"	126	3	2	12.9163828456935	0.00156762832489428
"GO:0046341"	126	3	2	24.7814736475727	4.15691716805834e-06
"GO:0015440"	126	3	2	4.98332291727378	0.0827723294659656
"GO:0033220"	126	3	2	4.98332291727378	0.0827723294659656
"GO:0004069"	126	3	2	18.5675774688484	9.29184125346323e-05
"GO:0045910"	126	3	2	17.8675431891351	0.000131859763932781
"GO:0015421"	126	3	2	3.17713012066424	0.204218442730948
"GO:0016567"	126	3	2	19.8399596215498	4.91821497245198e-05
"GO:0003941"	126	3	2	18.5212613847452	9.50953303280864e-05
"GO:0016894"	126	3	2	15.3027633010294	0.000475386856571352
"GO:0001101"	126	3	2	6.51194513465132	0.0385433164584381
"GO:0008765"	126	3	2	14.9735867659167	0.000560437189682284
"GO:0031455"	126	3	2	10.489151649922	0.00527605919265219
"GO:0004523"	126	3	2	16.8595417823938	0.000218271492582599
"GO:0019787"	126	3	2	21.5268479216032	2.11594496392086e-05
"GO:0045735"	126	3	2	12.0017073593035	0.00247663701933326
"GO:0030254"	126	3	2	17.197437987614	0.000184341785450627
"GO:0031123"	126	3	2	12.7981459683331	0.0016630982772316
"GO:0008976"	126	3	2	12.2489297559927	0.00218866200606899
"GO:0015979"	126	3	2	13.7769405729764	0.00101947214913047
"GO:0043708"	126	3	2	8.11272404566549	0.0173118849359203
"GO:0004842"	126	3	2	22.5571440962332	1.26409116439439e-05
"GO:0016889"	126	3	2	13.8242407137267	0.000995644435224415
"GO:0016703"	126	3	2	5.72115014229304	0.0572358361216116
"GO:0008821"	126	3	2	19.7663832781571	5.10251638001986e-05
"GO:0047456"	126	3	2	16.8636379984476	0.000217824906471006
"GO:0019156"	126	3	2	2.66238124049922	0.264162556700969
"GO:0006431"	126	3	2	18.9779385126174	7.56820719130562e-05
"GO:0019673"	126	3	2	12.3379980456561	0.00209333032802498
"GO:0004049"	126	3	2	15.2532953940469	0.000487291672645983
"GO:0019285"	126	3	2	10.4305028279347	0.00543306735573832
"GO:0031456"	126	3	2	10.4305028279347	0.00543306735573832
"GO:0047134"	126	3	2	17.7988001565525	0.000136470773710398
"GO:0004795"	126	3	2	18.0730929378719	0.000118981032425891
"GO:0008839"	126	3	2	13.821122525206	0.000997197949471575
"GO:0030091"	126	3	2	12.6955173206061	0.0017506665807206
"GO:0006569"	126	3	2	7.08632583965079	0.0289217052274411
"GO:0042436"	126	3	2	7.08632583965079	0.0289217052274411
"GO:0046218"	126	3	2	7.08632583965079	0.0289217052274411
"GO:0004629"	126	3	2	10.7242692159862	0.0046908822181747
"GO:0051262"	126	3	2	8.82971605390845	0.0120962713476611
"GO:0004070"	126	3	2	10.9685871616634	0.00415146671934501
"GO:0015205"	126	3	2	17.8651769822392	0.00013201585999482
"GO:0004818"	126	3	2	16.5524957826474	0.000254490286085818
"GO:0046168"	126	3	2	15.9715995308693	0.00034026025903174
"GO:0015091"	126	3	2	15.0931212165492	0.000527922741292168
"GO:0072510"	126	3	2	15.0931212165492	0.000527922741292168
"GO:0009298"	126	3	2	19.1410327012246	6.97553560745061e-05
"GO:0019563"	126	3	2	12.2518892832413	0.00218542569872207
"GO:0006564"	126	3	2	26.971878296416	1.39037210082953e-06
"GO:0030638"	126	3	2	5.99099145564933	0.0500118286854236
"GO:0003951"	126	3	2	22.7921666689769	1.1239419795051e-05
"GO:0004614"	126	3	2	6.21020621061708	0.0448198971517006
"GO:0006797"	126	3	2	14.5438040158578	0.000694789241569711
"GO:1900192"	126	3	2	1.22305167863434	0.542522435144708
"GO:0004491"	126	3	2	31.0513126226293	1.80839432742946e-07
"GO:0034249"	126	3	2	15.1266788567885	0.00051913871941906
"GO:0004794"	126	3	2	13.0136205531575	0.00149323514189761
"GO:0000820"	126	3	2	16.0613673342687	0.000325325718372758
"GO:0042157"	126	3	2	9.41933227997439	0.00900778441949892
"GO:0042158"	126	3	2	10.3418873331477	0.00567920701191529
"GO:0002943"	126	3	2	22.8483608163861	1.09280201834093e-05
"GO:0046185"	126	3	2	18.8051539126891	8.25111636882759e-05
"GO:0008300"	126	3	2	5.72985840398695	0.0569871655669372
"GO:0016024"	126	3	2	18.6060452823691	9.11483060526971e-05
"GO:0019478"	126	3	2	8.92338172678031	0.0115428294298784
"GO:0008882"	126	3	2	22.8945435332245	1.06785685254586e-05
"GO:0008959"	126	3	2	24.1492031976369	5.70252442938797e-06
"GO:0004633"	126	3	2	25.2727137717532	3.25162110034273e-06
"GO:0019509"	126	3	2	27.3502257925034	1.15073130966724e-06
"GO:0016837"	126	3	2	18.2303809931743	0.000109982367927608
"GO:0004344"	126	3	2	21.518424577823	2.12487542272683e-05
"GO:0043605"	126	3	2	9.69163232245537	0.00786119883033812
"GO:0019336"	126	3	2	18.6000371488513	9.14225333413556e-05
"GO:0004427"	126	3	2	9.18797858579399	0.0101124363288721
"GO:2001293"	126	3	2	20.2866288496864	3.93382029961454e-05
"GO:2001295"	126	3	2	20.2866288496864	3.93382029961454e-05
"GO:0043335"	126	3	2	11.5177135895049	0.00315471602566688
"GO:0017001"	126	3	2	8.61731889080146	0.0134515700769602
"GO:0042354"	126	3	2	10.8354554515043	0.00443721777700121
"GO:0006751"	126	3	2	13.2938492422359	0.00129800783940147
"GO:0004492"	126	3	2	1.37578978997387	0.502633051502661
"GO:0042806"	126	3	2	0.408403259368078	0.81529796634205
"GO:0008670"	126	3	2	11.9408859951977	0.00255311014677138
"GO:0070189"	126	3	2	7.33499585953566	0.0255402936761856
"GO:0072338"	126	3	2	3.13599670960273	0.2084620320508
"GO:0030653"	126	3	2	3.11968103968925	0.210169586406484
"GO:0015128"	126	3	2	29.8346912397045	3.32260804779822e-07
"GO:0035429"	126	3	2	29.8346912397045	3.32260804779822e-07
"GO:0003861"	126	3	2	14.8986114303624	0.000581845438447122
"GO:0016622"	126	3	2	4.51511874491126	0.104605476465447
"GO:0008773"	126	3	2	8.46602464053295	0.0145086200459254
"GO:0015800"	126	3	2	11.1808357990916	0.00373346732433717
"GO:0072340"	126	3	2	3.85775192399367	0.145311442303751
"GO:0030655"	126	3	2	3.84047233320507	0.146572342550351
"GO:0017169"	126	3	2	23.431926363694	8.16247454540364e-06
"GO:0046690"	126	3	2	2.39268617506121	0.302297669175054
"GO:0036412"	126	3	2	14.3295718852739	0.00077334449983306
"GO:0008553"	126	3	2	11.2412506201813	0.0036223752927981
"GO:0051302"	126	3	2	12.1601322432281	0.0022880253599906
"GO:0043200"	126	3	2	5.47946547787088	0.0645876063391045
"GO:0015408"	126	3	2	13.9643608164202	0.000928276972270857
"GO:0004783"	126	3	2	20.535348330821	3.47380765599243e-05
"GO:0016759"	126	3	2	9.96966519145615	0.00684092313136572
"GO:0019441"	126	3	2	12.3364891234434	0.00209491026026389
"GO:0008900"	126	3	2	10.4065257605402	0.0054985938653822
"GO:0046437"	126	3	2	20.9840600587223	2.77567909341943e-05
"GO:0019577"	126	3	2	30.2672502577392	2.67639441746958e-07
"GO:0019579"	126	3	2	30.2672502577392	2.67639441746958e-07
"GO:0004152"	126	3	2	19.2444151345012	6.62412241686852e-05
"GO:0008966"	126	3	2	27.4216169703159	1.11037974874935e-06
"GO:0044097"	126	3	2	3.63158164059996	0.162709183772365
"GO:0030632"	126	3	2	20.9100933382479	2.88025489617071e-05
"GO:0046145"	126	3	2	20.9100933382479	2.88025489617071e-05
"GO:0097599"	126	3	2	10.6448421081588	0.00488092243175332
"GO:0030255"	126	3	2	8.9205825509497	0.0115589959450475
"GO:0019825"	126	3	2	11.1791527918308	0.00373661037290247
"GO:0043090"	126	3	2	10.1525373857375	0.00624316075953055
"GO:0089718"	126	3	2	15.5091841946161	0.000428769063581795
"GO:0047280"	126	3	2	7.1910509039923	0.0274462576955063
"GO:0006015"	126	3	2	17.7025301526193	0.000143200462125483
"GO:0046391"	126	3	2	17.7025301526193	0.000143200462125483
"GO:0015416"	126	3	2	15.4898040013656	0.000432944072689972
"GO:0015990"	126	3	2	16.8659957521919	0.000217568269028284
"GO:0015988"	126	3	2	17.43033776393	0.000164077959224231
"GO:0009847"	126	3	2	12.5829288607124	0.00185204576793397
"GO:0008836"	126	3	2	1.03061079532955	0.597318147192867
"GO:0006885"	126	3	2	8.80083382160569	0.012272222414275
"GO:0008942"	126	3	2	9.61470119344957	0.00816947528540956
"GO:0047473"	126	3	2	9.22192647808608	0.00994223694321811
"GO:0004016"	126	3	2	25.4954323842268	2.90895632558447e-06
"GO:0004602"	126	3	2	9.03904242952101	0.010894238420633
"GO:0004000"	126	3	2	17.2101897584645	0.000183170182320167
"GO:0015709"	126	3	2	18.0121606053349	0.000122661711744385
"GO:0009409"	126	3	2	12.7662482399293	0.00168983545285056
"GO:0050727"	126	3	2	1.24739543307276	0.535958944709385
"GO:0002756"	126	3	2	0.962086312983174	0.618138240449508
"GO:0050729"	126	3	2	1.58269994920214	0.453232529700375
"GO:0043330"	126	3	2	0.962086312983174	0.618138240449508
"GO:0043331"	126	3	2	0.962086312983174	0.618138240449508
"GO:0032642"	126	3	2	1.28746641579103	0.525327601629591
"GO:0034138"	126	3	2	0.962089640999698	0.618137211863225
"GO:0032722"	126	3	2	0.962086312983174	0.618138240449508
"GO:0044206"	126	3	2	16.3097186967073	0.000287335697411117
"GO:0019427"	126	3	2	19.4546746122586	5.96308615822023e-05
"GO:0032103"	126	3	2	5.154042087448	0.0760000680178876
"GO:0048856"	126	3	2	1.17825358945031	0.554811537638853
"GO:0005983"	126	3	2	7.61305885052731	0.0222251794080031
"GO:0051002"	126	3	2	14.6791826498567	0.000649315825920362
"GO:0051003"	126	3	2	14.6791826498567	0.000649315825920362
"GO:0030639"	126	3	2	5.52227578615152	0.0632197900542457
"GO:0030978"	126	3	2	17.0512316370588	0.000198322548767093
"GO:0051998"	126	3	2	10.7606756495855	0.00460626555640989
"GO:0003922"	126	3	2	17.2448864577276	0.000180019887176373
"GO:0003852"	126	3	2	15.7958252188151	0.000371518235301721
"GO:0004353"	126	3	2	18.8788484000954	7.9526186544227e-05
"GO:1901642"	126	3	2	19.4545055633842	5.96359020602358e-05
"GO:0032776"	126	3	2	15.7006034431648	0.000389634389411079
"GO:0070043"	126	3	2	19.4504237388902	5.97577379890427e-05
"GO:0070476"	126	3	2	19.6275321503652	5.4693478691214e-05
"GO:0042953"	126	3	2	17.7324856108464	0.00014107162675169
"GO:0006271"	126	3	2	3.04483041898742	0.218184289312341
"GO:0022616"	126	3	2	5.10524820769559	0.0778770401980556
"GO:0000028"	126	3	2	3.84986710212011	0.145885450467696
"GO:0006750"	126	3	2	14.3018300833845	0.000784146226437424
"GO:0016856"	126	3	2	10.4348351058777	0.00542131131401113
"GO:0043805"	126	3	2	16.0334300163804	0.000329901970016771
"GO:0003992"	126	3	2	9.28260918081592	0.00964510650276603
"GO:0030980"	126	3	2	10.7290513992022	0.0046796792880223
"GO:0031220"	126	3	2	4.7044383852736	0.0951577543371488
"GO:0016040"	126	3	2	12.295365173532	0.00213843166218364
"GO:0008750"	126	3	2	19.3631857218491	6.24219949873835e-05
"GO:0072531"	126	3	2	14.0972772702029	0.000868590621569778
"GO:0019171"	126	3	2	10.3583956539108	0.00563252286068809
"GO:1900191"	126	3	2	2.71325153948034	0.257528272255046
"GO:0008662"	126	3	2	10.2236012878679	0.00602522386707948
"GO:0004526"	126	3	2	20.6708131644636	3.24630972747086e-05
"GO:0005350"	126	3	2	9.69206147149491	0.00785951219833485
"GO:0001514"	126	3	2	6.92486039436372	0.0313534742340089
"GO:0006451"	126	3	2	6.92486039436372	0.0313534742340089
"GO:0008047"	126	3	2	11.428325384554	0.00329891156970438
"GO:0015927"	126	3	2	20.478317730078	3.5742901605133e-05
"GO:0046583"	126	3	2	0.840170276260862	0.656990882458447
"GO:0046834"	126	3	2	18.6387202366158	8.96712710536791e-05
"GO:0047111"	126	3	2	4.30729946473747	0.116059796645758
"GO:1902021"	126	3	2	13.6577559429756	0.0010820715518555
"GO:0035335"	126	3	2	16.0326536425893	0.000330030058497883
"GO:0051391"	126	3	2	10.5538300040917	0.00510816518908765
"GO:1990884"	126	3	2	10.7456052148142	0.00464110586852508
"GO:0002101"	126	3	2	18.2223398977368	0.000110425447400304
"GO:0051392"	126	3	2	8.94086648188037	0.0114423574787864
"GO:0051289"	126	3	2	11.2148185356097	0.00367056650495524
"GO:0004560"	126	3	2	19.1538880277542	6.93084300185622e-05
"GO:0015928"	126	3	2	19.1538880277542	6.93084300185622e-05
"GO:0008253"	126	3	2	17.449937250496	0.000162477890283065
"GO:0102025"	126	3	2	18.0595464390995	0.000119789656044028
"GO:0047480"	126	3	2	14.8239026958284	0.000603990947385456
"GO:0006048"	126	3	2	5.51243835144284	0.0635315163510099
"GO:0004340"	126	3	2	15.567710316391	0.000416403773861942
"GO:0015772"	126	3	2	17.5284374937049	0.000156224146279054
"GO:0070041"	126	3	2	2.41102783328379	0.29953802237635
"GO:0004151"	126	3	2	8.35630104347985	0.0153268280048264
"GO:0018580"	126	3	2	7.77550216376991	0.020491377688316
"GO:0016869"	126	3	2	14.4253723808122	0.000737174302955188
"GO:0015210"	126	3	2	14.1951790087133	0.000827096234147654
"GO:1903791"	126	3	2	20.9313190582401	2.84984878748496e-05
"GO:1904082"	126	3	2	20.9313190582401	2.84984878748496e-05
"GO:0004753"	126	3	2	13.1050807330525	0.00142648719120654
"GO:0009719"	126	3	2	4.18553552408648	0.123345272573994
"GO:0017148"	126	3	2	15.1139552824349	0.000522451897158745
"GO:0003933"	126	3	2	19.1967411376714	6.78391857651173e-05
"GO:0042286"	126	3	2	14.5314287635937	0.00069910166571225
"GO:0071470"	126	3	2	16.2901544852509	0.000290160238036966
"GO:0004754"	126	3	2	9.62803475703584	0.00811519232370253
"GO:0019634"	126	3	2	12.0619970206951	0.00240309326675819
"GO:0030546"	126	3	2	9.53818238210702	0.00848809070848932
"GO:0030545"	126	3	2	9.51608331073161	0.00858240024847049
"GO:0048018"	126	3	2	9.53818238210702	0.00848809070848932
"GO:0010469"	126	3	2	12.1931657581848	0.00225054497925499
"GO:0005353"	126	3	2	12.0654669745308	0.00239892757014753
"GO:0015755"	126	3	2	12.0654669745308	0.00239892757014753
"GO:0022877"	126	3	2	12.0654669745308	0.00239892757014753
"GO:0019354"	126	3	2	5.19350005860288	0.0745153578427489
"GO:0046156"	126	3	2	5.19350005860288	0.0745153578427489
"GO:0046992"	126	3	2	2.49384729189041	0.287387544179186
"GO:0004845"	126	3	2	19.9878418128051	4.56767607731079e-05
"GO:0008661"	126	3	2	19.58445945789	5.58841517381769e-05
"GO:0050485"	126	3	2	0.895163511931787	0.639171957993349
"GO:0004851"	126	3	2	9.73266928545171	0.00770154252143823
"GO:0008905"	126	3	2	16.1320191540775	0.000314033912266568
"GO:0006208"	126	3	2	6.10650263554387	0.0472051955247291
"GO:0008083"	126	3	2	7.85400052272056	0.0197026869062134
"GO:0071495"	126	3	2	9.16626219579221	0.0102228374281046
"GO:0009246"	126	3	2	13.6512009896179	0.001085623834213
"GO:0046378"	126	3	2	13.6512009896179	0.001085623834213
"GO:0006063"	126	3	2	15.6579379741627	0.000398035648704619
"GO:0060341"	126	3	2	12.0461927307638	0.00242215808539163
"GO:0016697"	126	3	2	1.17501433413028	0.555710853833409
"GO:0047806"	126	3	2	1.17501433413028	0.555710853833409
"GO:1903827"	126	3	2	10.1864162260842	0.00613829591853246
"GO:1905475"	126	3	2	6.05428500156473	0.0484538974681161
"GO:0032386"	126	3	2	14.1524543911564	0.000844954992298094
"GO:0033157"	126	3	2	12.9347152170868	0.00155332480706233
"GO:0004749"	126	3	2	21.1601260791536	2.54177441418599e-05
"GO:1903533"	126	3	2	13.4979555911468	0.00117207711105823
"GO:0090313"	126	3	2	24.6877818446558	4.35628502486851e-06
"GO:0071417"	126	3	2	13.1585303680846	0.00138886948342419
"GO:0050549"	126	3	2	7.09238089381023	0.0288342763950326
"GO:0046351"	126	3	2	16.8040596783271	0.000224411342618809
"GO:0005992"	126	3	2	17.9484995366137	0.000126628903540258
"GO:0036374"	126	3	2	20.6773926282677	3.23564778587671e-05
"GO:0015666"	126	3	2	18.3469863004668	0.000103753449601678
"GO:0015667"	126	3	2	22.7006704387045	1.17655449254503e-05
"GO:0090124"	126	3	2	22.7006704387045	1.17655449254503e-05
"GO:0046167"	126	3	2	23.6853892039485	7.19089725478862e-06
"GO:0046488"	126	3	2	18.5056243260792	9.58417501078126e-05
"GO:0043269"	126	3	2	10.9255459125007	0.00424177715912525
"GO:0050897"	126	3	2	11.4266159716664	0.00330173237598955
"GO:0008876"	126	3	2	21.7417995956963	1.90032641183925e-05
"GO:0034599"	126	3	2	11.142749123922	0.0038052462892875
"GO:0022838"	126	3	2	21.9733164134567	1.69260245425147e-05
"GO:0009713"	126	3	2	6.46238757700484	0.0395103036772562
"GO:1901336"	126	3	2	6.15340502592738	0.0461110568440815
"GO:0033068"	126	3	2	6.13853239391066	0.0464552313433882
"GO:0009239"	126	3	2	6.13853239391066	0.0464552313433882
"GO:0019540"	126	3	2	6.13853239391066	0.0464552313433882
"GO:0016822"	126	3	2	10.4525430550347	0.00537352303176073
"GO:0016823"	126	3	2	10.4525430550347	0.00537352303176073
"GO:0071248"	126	3	2	11.4317971988593	0.00329318993306643
"GO:1901334"	126	3	2	7.12248441735782	0.0284035196919489
"GO:0033067"	126	3	2	7.10665340988438	0.0286292400247306
"GO:0009238"	126	3	2	7.10665340988438	0.0286292400247306
"GO:0140078"	126	3	2	17.104644122092	0.000193096197412563
"GO:0016208"	126	3	2	17.3109405525933	0.000174171471381128
"GO:0070063"	126	3	2	14.5666031687403	0.000686913911496771
"GO:0047388"	126	3	2	18.1771382540854	0.000112949569436276
"GO:0102908"	126	3	2	8.19905637156451	0.0165804964705425
"GO:0015418"	126	3	2	8.3678179394257	0.0152388228927854
"GO:0004658"	126	3	2	16.2990127836114	0.000288877916948542
"GO:0006030"	126	3	2	15.4853616466095	0.000433906787054071
"GO:0019284"	126	3	2	22.286490208646	1.44727193565723e-05
"GO:0003844"	126	3	2	7.2816661398546	0.0262304830345155
"GO:0016160"	126	3	2	13.2198373773677	0.00134694166655908
"GO:0004556"	126	3	2	15.7895147284927	0.000372692317700801
"GO:0004130"	126	3	2	14.911538608004	0.000578096756795162
"GO:0006665"	126	3	2	14.3235325409459	0.000775683276084023
"GO:0016785"	126	3	2	26.9678630572953	1.39316624290395e-06
"GO:0008519"	126	3	2	9.36184294002265	0.00927046749226112
"GO:0072488"	126	3	2	9.36184294002265	0.00927046749226112
"GO:1990238"	126	3	2	13.7511660164299	0.00103269539320989
"GO:0015157"	126	3	2	16.8369734473591	0.000220748453607659
"GO:0051989"	126	3	2	14.7535856925324	0.000625604080468633
"GO:0006538"	126	3	2	17.4195846266157	0.000164962511434124
"GO:0046429"	126	3	2	21.1620332833459	2.53935172809945e-05
"GO:0052592"	126	3	2	21.1620332833459	2.53935172809945e-05
"GO:0006103"	126	3	2	11.4445735955264	0.00327221943578725
"GO:0009448"	126	3	2	18.9896449658522	7.52403815133126e-05
"GO:0004352"	126	3	2	19.5746373739523	5.61592761736189e-05
"GO:0034257"	126	3	2	15.6874157043028	0.000392212076828195
"GO:0034258"	126	3	2	15.6874157043028	0.000392212076828195
"GO:0046176"	126	3	2	11.8103511326102	0.00272530326730516
"GO:0003908"	126	3	2	20.6236949707256	3.32369787082127e-05
"GO:0046538"	126	3	2	13.1608773684784	0.0013872406007459
"GO:0043141"	126	3	2	22.1655280843214	1.53750569200619e-05
"GO:0004792"	126	3	2	22.8384539366467	1.09822857639705e-05
"GO:0006213"	126	3	2	19.0029344163107	7.47420871998152e-05
"GO:0006799"	126	3	2	14.5200599820495	0.000703086948992207
"GO:0046177"	126	3	2	4.92058867780137	0.0854098078382556
"GO:0008115"	126	3	2	18.5302107501888	9.46707595148101e-05
"GO:0005001"	126	3	2	8.41402309037287	0.0148908024005351
"GO:0019198"	126	3	2	8.41402309037287	0.0148908024005351
"GO:0004831"	126	3	2	33.4682129702381	5.40094673140169e-08
"GO:0019551"	126	3	2	20.9309174838309	2.85042105810695e-05
"GO:0018197"	126	3	2	17.5538178307679	0.00015425416168949
"GO:0004477"	126	3	2	16.8780595006212	0.000216259874598713
"GO:0004486"	126	3	2	18.402325048311	0.000100922009340828
"GO:0140323"	126	3	2	20.8068128777373	3.03289929817117e-05
"GO:0004488"	126	3	2	17.8706479552487	0.000131655225871164
"GO:0004551"	126	3	2	17.2190386482898	0.0001823615461411
"GO:0008113"	126	3	2	16.5876967882059	0.000250050316562601
"GO:0102752"	126	3	2	10.2214805275931	0.00603161628338828
"GO:0008825"	126	3	2	13.0221442026085	0.00148688477713153
"GO:0015752"	126	3	2	23.460254894538	8.0476740411764e-06
"GO:0019572"	126	3	2	14.7863330902882	0.000615444033403565
"GO:0004370"	126	3	2	22.0402293873439	1.63691074158601e-05
"GO:0015301"	126	3	2	13.8725584100287	0.000971879040658707
"GO:0019069"	126	3	2	6.84485984737232	0.0326330427161155
"GO:0019740"	126	3	2	12.6295310629097	0.00180938995589969
"GO:0006145"	126	3	2	20.198274233564	4.11150173817573e-05
"GO:0044650"	126	3	2	6.10223307258689	0.0473060759423356
"GO:0003883"	126	3	2	11.7636525454526	0.0027896858927619
"GO:0034701"	126	3	2	10.1146401747695	0.00636258786495482
"GO:0045148"	126	3	2	10.154112316054	0.00623824642314348
"GO:0008774"	126	3	2	11.3827208776152	0.00337499836599432
"GO:0040013"	126	3	2	8.07962079271668	0.017600809276808
"GO:0008889"	126	3	2	20.1398409395995	4.23339806307825e-05
"GO:0004458"	126	3	2	11.8460480854474	0.00267709228238556
"GO:0009111"	126	3	2	24.0895447887817	5.87518861134378e-06
"GO:0042365"	126	3	2	24.0895447887817	5.87518861134378e-06
"GO:0016163"	126	3	2	12.334044467371	0.00209747249343408
"GO:0008448"	126	3	2	24.8457958382634	4.02535312053622e-06
"GO:0016688"	126	3	2	14.0767703911512	0.000877542478213288
"GO:0031204"	126	3	2	7.32098987393707	0.0257197799057501
"GO:0016259"	126	3	2	11.4592650717347	0.00324827063728294
"GO:0008785"	126	3	2	4.86621167722865	0.0877638285609262
"GO:0052126"	126	3	2	12.8807997429033	0.00159576845076893
"GO:0008892"	126	3	2	12.9557335579107	0.00153708612893097
"GO:0052654"	126	3	2	13.5916031034777	0.00111846110516902
"GO:0052655"	126	3	2	13.5916031034777	0.00111846110516902
"GO:0052656"	126	3	2	13.5916031034777	0.00111846110516902
"GO:0006147"	126	3	2	12.7550587775777	0.00169931612411456
"GO:0046655"	126	3	2	22.0067675957752	1.66452811206063e-05
"GO:0022858"	126	3	2	9.85959331871911	0.00722797287259062
"GO:0015655"	126	3	2	9.91003985247873	0.00704793983929625
"GO:0046098"	126	3	2	22.1231919724249	1.57039860984749e-05
"GO:0015766"	126	3	2	17.508486036593	0.000157790395204519
"GO:0042938"	126	3	2	22.56120449215	1.26152741243583e-05
"GO:0008853"	126	3	2	14.0437647721243	0.000892144550786455
"GO:0071577"	126	3	2	13.37011123315	0.00124944526199631
"GO:0015439"	126	3	2	11.8007083363672	0.00273847476636388
"GO:0046278"	126	3	2	17.808650197193	0.000135800304768565
"GO:0004476"	126	3	2	20.4704160313009	3.58843957530679e-05
"GO:0004345"	126	3	2	9.19502882340986	0.0100768515465173
"GO:0052863"	126	3	2	17.6913113883358	0.000144005985372118
"GO:0052865"	126	3	2	17.6913113883358	0.000144005985372118
"GO:0042952"	126	3	2	29.5935615502084	3.7483467490583e-07
"GO:0004314"	126	3	2	20.2020701343374	4.1037057124372e-05
"GO:0097056"	126	3	2	25.5860158518292	2.78014374180103e-06
"GO:0072351"	126	3	2	19.8778379154163	4.82594469464275e-05
"GO:0046165"	126	3	2	17.5175858262862	0.000157074096276636
"GO:0005310"	126	3	2	12.6738692001066	0.00176971882658258
"GO:0043041"	126	3	2	1.57049883096767	0.456005952655518
"GO:0047527"	126	3	2	1.37203545035236	0.503577465227972
"GO:0052591"	126	3	2	12.2771523717389	0.00215799401431346
"GO:0008995"	126	3	2	10.2847482540098	0.00584379930931696
"GO:0034311"	126	3	2	4.88244104592273	0.0870545345357627
"GO:0003867"	126	3	2	14.9869586672288	0.000556702632729818
"GO:0004421"	126	3	2	0.594209722070634	0.74296610008257
"GO:0004061"	126	3	2	7.21511741869692	0.0271179689660039
"GO:0004357"	126	3	2	17.3289903509522	0.000172606663151193
"GO:0031992"	126	3	2	20.8002146728994	3.04292166690231e-05
"GO:0006493"	126	3	2	14.4374839871963	0.000732723610319177
"GO:0008840"	126	3	2	13.2491895555634	0.0013273181808832
"GO:0103025"	126	3	2	9.66726162340131	0.0079575762897726
"GO:1901072"	126	3	2	11.0390299859659	0.00400779127767922
"GO:0004485"	126	3	2	11.0252311250558	0.00403553836435697
"GO:0004318"	126	3	2	23.4945728010532	7.91076236819185e-06
"GO:0008692"	126	3	2	8.49435798110251	0.0143045302591044
"GO:0070181"	126	3	2	15.0366987184501	0.000543028170921994
"GO:0034338"	126	3	2	11.3494747144354	0.00343157013507906
"GO:0042883"	126	3	2	18.7280287830196	8.57551520497877e-05
"GO:0001217"	126	3	2	8.32086669055532	0.0156007959237078
