"obs.tot"	"obs.groups"	"df"	"statistic"	"pvalue"
"GO:0043039"	126	3	2	9.75022012644808	0.00763425392201811
"GO:0043038"	126	3	2	9.82122170202952	0.00736798621459078
"GO:0006418"	126	3	2	9.51779593676531	0.00857505417314075
"GO:0044262"	126	3	2	20.0556749144163	4.4153539811025e-05
"GO:0007166"	126	3	2	11.9298608434371	0.00256722322415172
"GO:0016301"	126	3	2	21.0251276693805	2.71926501924275e-05
"GO:0016310"	126	3	2	20.3536848779518	3.80411367020605e-05
"GO:0071840"	126	3	2	15.0845505043501	0.000530189932623158
"GO:0044267"	126	3	2	14.0347110258357	0.000896192330975533
"GO:0055114"	126	3	2	18.3961422408948	0.000101234482756616
"GO:0097367"	126	3	2	16.5085000579146	0.000260150557052155
"GO:0017076"	126	3	2	16.1897637073075	0.000305096678268656
"GO:0044283"	126	3	2	14.0592613751703	0.000885258657244784
"GO:0032553"	126	3	2	16.2560942417313	0.000295144018967425
"GO:0007155"	126	3	2	12.1755886802138	0.00227041115098713
"GO:0022610"	126	3	2	12.1945947451373	0.00224893755386525
"GO:0032555"	126	3	2	16.2343646134283	0.000298368187159415
"GO:0043603"	126	3	2	12.8695529355521	0.00160476737953071
"GO:0035639"	126	3	2	15.9678097317827	0.000340905629303994
"GO:0016853"	126	3	2	18.1391122182496	0.000115117626970752
"GO:0060089"	126	3	2	12.739241367558	0.00171280879852173
"GO:0038023"	126	3	2	12.7229463469442	0.00172682093034306
"GO:0043604"	126	3	2	12.7301891045693	0.00172057876705356
"GO:0015925"	126	3	2	10.5794904389122	0.00504304496576427
"GO:0004557"	126	3	2	13.4858501321711	0.00117919288996859
"GO:0004888"	126	3	2	11.7625031092899	0.00279128963649182
"GO:0007186"	126	3	2	10.074722883219	0.00649085223615254
"GO:0006518"	126	3	2	11.1493723169459	0.00379266569137816
"GO:0031167"	126	3	2	8.97482693810895	0.0112497039182652
"GO:0000154"	126	3	2	9.05391543272242	0.0108135238880246
"GO:0043043"	126	3	2	11.3827277509532	0.00337498676726199
"GO:0006412"	126	3	2	10.778051672774	0.00456641960950972
"GO:0016830"	126	3	2	16.493711172059	0.000262081355289964
"GO:0006766"	126	3	2	16.2620007649078	0.000294273667293886
"GO:0006767"	126	3	2	16.6054201525622	0.000247844239343084
"GO:0009110"	126	3	2	17.0105781420822	0.000202395051281292
"GO:0042364"	126	3	2	17.0105781420822	0.000202395051281292
"GO:0042726"	126	3	2	17.1825818469532	0.000185716187455647
"GO:0042727"	126	3	2	17.2776757496074	0.00017709258646082
"GO:0006771"	126	3	2	17.2559569558527	0.000179026184996337
"GO:0009231"	126	3	2	17.2559569558527	0.000179026184996337
"GO:0008686"	126	3	2	17.1311263256946	0.000190556244006038
"GO:0055085"	126	3	2	22.4890266644994	1.30788605159234e-05
"GO:0030554"	126	3	2	20.7169563026625	3.17226966275798e-05
"GO:0032559"	126	3	2	20.8074471894542	3.031937548911e-05
"GO:0005524"	126	3	2	20.949449746376	2.82413067557843e-05
"GO:0005515"	126	3	2	11.66892538246	0.00292499446318007
"GO:0016051"	126	3	2	18.8278901003676	8.15784804961849e-05
"GO:0005976"	126	3	2	18.3500457302536	0.000103594857735677
"GO:0044264"	126	3	2	18.3037283450071	0.000106021975160509
"GO:0000271"	126	3	2	18.0992694062483	0.000117433927331545
"GO:0034637"	126	3	2	18.0727755273459	0.000118999916840424
"GO:0033692"	126	3	2	18.0473485166129	0.00012052248097743
"GO:0008879"	126	3	2	20.8107058964511	3.02700147325675e-05
"GO:0045226"	126	3	2	21.2945650628519	2.37653354803336e-05
"GO:0046379"	126	3	2	21.2945650628519	2.37653354803336e-05
"GO:0005215"	126	3	2	24.572490826353	4.61478437762137e-06
"GO:0005198"	126	3	2	13.535092114948	0.00115051448605381
"GO:0003735"	126	3	2	14.7607332547705	0.000623372298742905
"GO:1901135"	126	3	2	15.5795363757421	0.000413948831217306
"GO:1901137"	126	3	2	14.5229897796622	0.000702057751778782
"GO:0019693"	126	3	2	15.6117598696142	0.000407332833166483
"GO:0009259"	126	3	2	15.2864033400416	0.000479291459802221
"GO:0046390"	126	3	2	14.4750344803771	0.000719094885539744
"GO:0009260"	126	3	2	14.3504626838405	0.000765308649644088
"GO:0009150"	126	3	2	11.5780949641275	0.00306089634697462
"GO:0009152"	126	3	2	11.5441142504222	0.00311334637884494
"GO:1901657"	126	3	2	11.7627783560354	0.0027909055162304
"GO:0009116"	126	3	2	11.5321749275885	0.00313198758809437
"GO:0034404"	126	3	2	9.99905908520534	0.0067411176618664
"GO:0009119"	126	3	2	10.5402510804185	0.00514296488361345
"GO:1901659"	126	3	2	8.55569985492103	0.0138724568330603
"GO:0009163"	126	3	2	8.57079774943457	0.0137681286674573
"GO:0042455"	126	3	2	8.54254290769786	0.0139640172579845
"GO:1901068"	126	3	2	11.6831736032827	0.00290423052976811
"GO:0042278"	126	3	2	10.9577346556136	0.00417405485724023
"GO:0046128"	126	3	2	10.9093426448548	0.00427628206876693
"GO:0042451"	126	3	2	10.7712518895923	0.00458197136329823
"GO:0046129"	126	3	2	10.7712518895923	0.00458197136329823
"GO:1901070"	126	3	2	11.158488066627	0.00377541853090231
"GO:0022857"	126	3	2	24.9389588903955	3.84214618481119e-06
"GO:0140096"	126	3	2	15.267734410611	0.000483786335011791
"GO:0004930"	126	3	2	9.80369248835894	0.00743284754374288
"GO:0007216"	126	3	2	7.76940177180583	0.0205539758259685
"GO:0008066"	126	3	2	10.374937729167	0.00558612818271816
"GO:0007215"	126	3	2	10.3750657322481	0.00558577067334949
"GO:0006464"	126	3	2	16.8495887502348	0.000219360431488758
"GO:0036211"	126	3	2	16.8495887502348	0.000219360431488758
"GO:0016043"	126	3	2	19.0382883347272	7.34324833812334e-05
"GO:0006811"	126	3	2	21.882024228461	1.77165360530418e-05
"GO:0016616"	126	3	2	15.5251381613714	0.000425362385460656
"GO:0009124"	126	3	2	11.6131574318524	0.00300770269485434
"GO:0009123"	126	3	2	11.883267199654	0.00262773347789983
"GO:0009156"	126	3	2	11.414240705435	0.00332222562153566
"GO:0009161"	126	3	2	11.8159340938738	0.00271770624442305
"GO:0009127"	126	3	2	10.7824186611211	0.00455645973651765
"GO:0009168"	126	3	2	10.7501020014974	0.00463068255923319
"GO:0009126"	126	3	2	11.7703693903101	0.00278033266392851
"GO:0009167"	126	3	2	11.7876475028831	0.00275641666811049
"GO:0016614"	126	3	2	16.5366447708501	0.000256515264237798
"GO:0006177"	126	3	2	11.7808388132221	0.00276581645191978
"GO:0046037"	126	3	2	9.58881775472484	0.008275889447749
"GO:0003938"	126	3	2	10.2208171809041	0.00603361714153093
"GO:0035556"	126	3	2	20.4786971928253	3.57361206986084e-05
"GO:0016773"	126	3	2	22.5425985660628	1.27331811452956e-05
"GO:0008233"	126	3	2	14.6415507092586	0.000661648999662637
"GO:0019843"	126	3	2	14.8854803896267	0.00058567812454585
"GO:0016817"	126	3	2	15.3361697055509	0.000467512321807471
"GO:0016818"	126	3	2	15.3245738039828	0.000470230808450701
"GO:0016462"	126	3	2	15.313143483951	0.000472925947003492
"GO:0004672"	126	3	2	18.0709269649599	0.000119109957071753
"GO:0006468"	126	3	2	20.2113532705188	4.08470222006832e-05
"GO:0016651"	126	3	2	9.82110140706754	0.0073684293937295
"GO:0044085"	126	3	2	10.6868566131018	0.00477945714676277
"GO:0022613"	126	3	2	11.2078170604269	0.00368343871306643
"GO:0050660"	126	3	2	13.9760607514302	0.000922862435022278
"GO:0017111"	126	3	2	14.9994371546922	0.000553240042522952
"GO:0065008"	126	3	2	9.51007377087571	0.00860822716919224
"GO:0007229"	126	3	2	14.0470254580425	0.000890691234223705
"GO:0005509"	126	3	2	10.8310600636095	0.00444698014707467
"GO:0052692"	126	3	2	9.93618483800942	0.00695640529261116
"GO:0008289"	126	3	2	11.6725379845376	0.00291971581149493
"GO:0005543"	126	3	2	12.5472954195699	0.00188533885599372
"GO:0005544"	126	3	2	8.01598091201418	0.0181698717305546
"GO:0008171"	126	3	2	11.0279363710978	0.00403008349228767
"GO:0052689"	126	3	2	10.2117960842393	0.00606089353276252
"GO:0016435"	126	3	2	12.4988455219778	0.00193156879134454
"GO:0062105"	126	3	2	13.6829592489044	0.00106852121928812
"GO:0000451"	126	3	2	13.6554591185218	0.00108331492987465
"GO:0000453"	126	3	2	13.5391126545879	0.00114820396466886
"GO:0000470"	126	3	2	7.75369100515907	0.0207160710112749
"GO:0008650"	126	3	2	9.70860856480442	0.00779475441514581
"GO:0000460"	126	3	2	8.21008287571441	0.0164893355414734
"GO:0000463"	126	3	2	8.21008287571441	0.0164893355414734
"GO:0000466"	126	3	2	8.21008287571441	0.0164893355414734
"GO:0016436"	126	3	2	12.4561115184258	0.00197328471009413
"GO:0000049"	126	3	2	9.66011937800691	0.00798604457268688
"GO:0042254"	126	3	2	11.336390879995	0.00345409277313042
"GO:0002161"	126	3	2	9.01925145981338	0.011002577340941
"GO:0006450"	126	3	2	9.027773215905	0.0109557964353444
"GO:0106074"	126	3	2	9.35706773059465	0.00929262814906344
"GO:0004822"	126	3	2	12.147270202506	0.00230278711335915
"GO:0006428"	126	3	2	11.8792126107081	0.00263306607099794
"GO:0071702"	126	3	2	25.667301551254	2.66941616134221e-06
"GO:0016655"	126	3	2	10.0413271240076	0.00660014565005031
"GO:0003960"	126	3	2	8.83528612806264	0.0120626296518932
"GO:0019222"	126	3	2	22.9552331922811	1.03593962885121e-05
"GO:0060255"	126	3	2	22.7558542157543	1.14453490398546e-05
"GO:0031323"	126	3	2	24.6008285606858	4.54985915537618e-06
"GO:0080090"	126	3	2	24.3578203751087	5.13767360207681e-06
"GO:0051171"	126	3	2	24.2632800874488	5.38636367419212e-06
"GO:0016657"	126	3	2	15.4714424338869	0.000436937140290741
"GO:0003920"	126	3	2	10.1181749781283	0.00635135254806058
"GO:0009889"	126	3	2	24.8881281700306	3.94104719271758e-06
"GO:0019200"	126	3	2	19.120702586592	7.04680393636723e-05
"GO:0010468"	126	3	2	22.3527900063787	1.40008151759669e-05
"GO:0031326"	126	3	2	24.9413141622314	3.83762419861139e-06
"GO:0010556"	126	3	2	24.7659235943266	4.18936328095585e-06
"GO:2000112"	126	3	2	24.5494145398631	4.66833878589733e-06
"GO:0016053"	126	3	2	9.31296534317839	0.00949981768522068
"GO:0046394"	126	3	2	9.40480369575396	0.00907345784345746
"GO:0046835"	126	3	2	19.0294037977126	7.37594158127609e-05
"GO:0019219"	126	3	2	24.9632153887512	3.7958291187108e-06
"GO:0051252"	126	3	2	24.8897703304216	3.9378126050277e-06
"GO:2001141"	126	3	2	24.8797832598951	3.95752538840826e-06
"GO:0004747"	126	3	2	18.8523540946817	8.05866909044885e-05
"GO:1903506"	126	3	2	24.8596384540487	3.99758860642477e-06
"GO:0006355"	126	3	2	24.8816831255588	3.9537677901245e-06
"GO:0006812"	126	3	2	20.1710626707896	4.16782421882518e-05
"GO:0098772"	126	3	2	20.7846079951112	3.06675950229017e-05
"GO:0016887"	126	3	2	19.4292707705338	6.03931188844979e-05
"GO:0006928"	126	3	2	13.4903028354172	0.00117657051221477
"GO:0008652"	126	3	2	7.99299630059736	0.0183798899364033
"GO:0050839"	126	3	2	12.2884699194344	0.00214581690048267
"GO:0040011"	126	3	2	16.264690791467	0.000293878131363698
"GO:0044877"	126	3	2	3.61749438243431	0.163859292626315
"GO:0097435"	126	3	2	11.2796630789959	0.00355346697463286
"GO:0007015"	126	3	2	9.37995035657392	0.00918691418836231
"GO:0048870"	126	3	2	12.7327695099574	0.00171836030313482
"GO:0031589"	126	3	2	12.0003110410389	0.00247836670981501
"GO:0005102"	126	3	2	8.17316509195079	0.0167965369798075
"GO:0016477"	126	3	2	7.6052285378917	0.0223123650208598
"GO:0007160"	126	3	2	9.61705150099693	0.00815988053445698
"GO:0005178"	126	3	2	6.53113691679868	0.0381752278855068
"GO:0033627"	126	3	2	7.83080849330823	0.019932489374655
"GO:0023051"	126	3	2	12.9477099238291	0.00154326502326575
"GO:0010646"	126	3	2	13.1451108775495	0.00139821977783495
"GO:0050804"	126	3	2	8.32082541507119	0.0156011178922324
"GO:0099177"	126	3	2	8.32082541507119	0.0156011178922324
"GO:0007187"	126	3	2	6.43033836844883	0.0401485407492717
"GO:0007188"	126	3	2	6.43033836844883	0.0401485407492717
"GO:0051966"	126	3	2	7.48946662607995	0.023641933202318
"GO:0007193"	126	3	2	7.53499777035987	0.0231097913064551
"GO:0001640"	126	3	2	8.75414193036314	0.0125620996141453
"GO:0001642"	126	3	2	8.75414193036314	0.0125620996141453
"GO:0007196"	126	3	2	8.75414193036314	0.0125620996141453
"GO:0098988"	126	3	2	8.75414193036314	0.0125620996141453
"GO:1901605"	126	3	2	14.8561921986452	0.000594317957800008
"GO:0019899"	126	3	2	10.6888424431979	0.00477471390704703
"GO:0007264"	126	3	2	7.92776387298002	0.0189892559420911
"GO:0051020"	126	3	2	12.3410021032119	0.00209018844582006
"GO:0005085"	126	3	2	12.6097329527471	0.00182739015221584
"GO:0006457"	126	3	2	12.2926330373228	0.00214135490168877
"GO:0006508"	126	3	2	13.7169791699195	0.00105049942508194
"GO:0071705"	126	3	2	20.7842516084057	3.0673060271402e-05
"GO:0018193"	126	3	2	17.908494419547	0.000129187307607504
"GO:0009056"	126	3	2	17.9366873194971	0.000127379000487771
"GO:0032774"	126	3	2	21.4519832723435	2.19665078252239e-05
"GO:0140097"	126	3	2	17.039066492772	0.000199532536164896
"GO:1901575"	126	3	2	18.1675292912965	0.000113493539241171
"GO:0022804"	126	3	2	24.1280961651264	5.76302479793417e-06
"GO:0004713"	126	3	2	11.4845233671087	0.00320750570268388
"GO:0018108"	126	3	2	11.4325472765584	0.00329195509047394
"GO:0018212"	126	3	2	11.6278930156112	0.00298562400284453
"GO:0006996"	126	3	2	12.4072216461471	0.00202211593532096
"GO:0015075"	126	3	2	23.250091300702	8.93936812907597e-06
"GO:0034220"	126	3	2	20.4854283679373	3.56160498233454e-05
"GO:0046914"	126	3	2	18.3414833349659	0.000104039318529921
"GO:0140110"	126	3	2	24.2595133016517	5.39651787245586e-06
"GO:0097659"	126	3	2	21.6611593148034	1.97851350474333e-05
"GO:0006351"	126	3	2	21.6213644027896	2.01827515619481e-05
"GO:0016746"	126	3	2	22.5090470777213	1.29485915175082e-05
"GO:0001882"	126	3	2	6.91137978601207	0.0315655200110337
"GO:0032549"	126	3	2	6.91137978601207	0.0315655200110337
"GO:0051540"	126	3	2	16.048211226492	0.000327472782489112
"GO:0051536"	126	3	2	16.048211226492	0.000327472782489112
"GO:0008094"	126	3	2	16.7788346219115	0.000227259661500728
"GO:0051276"	126	3	2	13.1685268270814	0.00138194491471048
"GO:0071103"	126	3	2	13.9604525668925	0.000930092714805995
"GO:0042886"	126	3	2	20.6496167493024	3.28089775362496e-05
"GO:0015833"	126	3	2	20.797365475977	3.04725969766891e-05
"GO:0015318"	126	3	2	23.5170300785489	7.82243211764816e-06
"GO:0006790"	126	3	2	17.7903264436499	0.000137050207410332
"GO:0000160"	126	3	2	16.8109722670883	0.000223637049819102
"GO:0006629"	126	3	2	17.5748808653261	0.000152638155753796
"GO:0003916"	126	3	2	13.0851611165903	0.00144076571773515
"GO:0006265"	126	3	2	8.79110634843289	0.0123320566624859
"GO:0003918"	126	3	2	10.9265835155627	0.00423957708938984
"GO:0090079"	126	3	2	16.8110712602546	0.000223625980823206
"GO:0008135"	126	3	2	16.8107181362991	0.000223665468154542
"GO:0045182"	126	3	2	16.5657866739911	0.000252804691681888
"GO:0016775"	126	3	2	19.6019459933379	5.5397671450768e-05
"GO:0015031"	126	3	2	19.7146130151584	5.23631997829853e-05
"GO:0008270"	126	3	2	19.5547282398705	5.67211092161132e-05
"GO:0008104"	126	3	2	24.9414523485197	3.83735905424924e-06
"GO:0033036"	126	3	2	24.9470116686499	3.8267073115011e-06
"GO:0045184"	126	3	2	25.1414309771332	3.47222316163719e-06
"GO:0016903"	126	3	2	15.4112141445224	0.000450295253140525
"GO:0003700"	126	3	2	25.0073625351384	3.71295958495798e-06
"GO:0004673"	126	3	2	19.1145859491111	7.06838829801131e-05
"GO:0019001"	126	3	2	6.60282491882673	0.0368311081986597
"GO:0032561"	126	3	2	6.58584068523667	0.0371452140954834
"GO:0001883"	126	3	2	6.36782453366807	0.0414232787787692
"GO:0032550"	126	3	2	6.36782453366807	0.0414232787787692
"GO:0005525"	126	3	2	6.36782453366807	0.0414232787787692
"GO:0000096"	126	3	2	13.6640835354675	0.00107865350779049
"GO:0009066"	126	3	2	12.2570199726	0.00217982651352436
"GO:1901607"	126	3	2	13.1572086382317	0.00138978764190917
"GO:0006091"	126	3	2	19.0783742408987	7.19753311589365e-05
"GO:0006555"	126	3	2	13.315885809307	0.00128378452315649
"GO:0016757"	126	3	2	18.212338481616	0.000110979035838639
"GO:0044248"	126	3	2	18.2141410535771	0.000110879057051009
"GO:0004823"	126	3	2	11.8580563419267	0.00266106683457717
"GO:0006429"	126	3	2	11.8580563419267	0.00266106683457717
"GO:0003924"	126	3	2	3.89668661806529	0.142509971108148
"GO:0030001"	126	3	2	24.5282079960675	4.71810181056125e-06
"GO:0008324"	126	3	2	20.1975184622308	4.11305570934396e-05
"GO:0008643"	126	3	2	22.8589669457975	1.08702215756037e-05
"GO:0051082"	126	3	2	9.43734939640976	0.00892700168345412
"GO:0006820"	126	3	2	18.2345917245193	0.000109751058406596
"GO:0008237"	126	3	2	20.3949786241723	3.72637590046593e-05
"GO:0032787"	126	3	2	19.137962063829	6.98625350328366e-05
"GO:0046034"	126	3	2	14.0261433964368	0.000900039687654464
"GO:0006414"	126	3	2	13.6320524146381	0.00109606782601706
"GO:0044255"	126	3	2	17.5356215405375	0.000155663992133126
"GO:0015399"	126	3	2	22.6450393091834	1.20974042327856e-05
"GO:0003746"	126	3	2	12.4021919697171	0.00202720762946035
"GO:0042626"	126	3	2	22.5373652230531	1.27665433274647e-05
"GO:0006260"	126	3	2	19.2359361006541	6.65226510951751e-05
"GO:0009141"	126	3	2	15.2054272769623	0.000499095230127865
"GO:0009142"	126	3	2	13.6885252757188	0.00106555164450882
"GO:0009201"	126	3	2	14.3946911830667	0.000748570184574865
"GO:0009199"	126	3	2	14.344286559337	0.000767675623195852
"GO:0009144"	126	3	2	11.5161116964327	0.00315724379670968
"GO:0009205"	126	3	2	10.8593783761849	0.00438445833277051
"GO:0009145"	126	3	2	10.8593783761849	0.00438445833277051
"GO:0009206"	126	3	2	10.8593783761849	0.00438445833277051
"GO:0140299"	126	3	2	19.1798733037934	6.8413755353358e-05
"GO:0023014"	126	3	2	19.0732935651264	7.2158405256128e-05
"GO:0000155"	126	3	2	19.3470941524498	6.29262547821909e-05
"GO:0046039"	126	3	2	9.63883556788537	0.00807148511959008
"GO:0006183"	126	3	2	9.63883556788537	0.00807148511959008
"GO:0004386"	126	3	2	22.252596579973	1.47200758770418e-05
"GO:0098655"	126	3	2	20.2649661472381	3.97666047861808e-05
"GO:0016810"	126	3	2	21.8038392865694	1.84228347586675e-05
"GO:0022890"	126	3	2	22.1618989206877	1.54029815468795e-05
"GO:0044282"	126	3	2	18.1536972383938	0.000114281184107478
"GO:0051301"	126	3	2	19.7679389870272	5.09854890828162e-05
"GO:0098660"	126	3	2	20.8226677493276	3.00895123250471e-05
"GO:0004175"	126	3	2	20.2157093484683	4.07581526101758e-05
"GO:0019842"	126	3	2	18.1835820642266	0.000112586242262916
"GO:0000287"	126	3	2	23.551944205691	7.68706045658471e-06
"GO:0044272"	126	3	2	18.9958405558763	7.50076628781743e-05
"GO:0016052"	126	3	2	17.6247452712339	0.000148879599515321
"GO:1901565"	126	3	2	18.9547302261213	7.65654128117592e-05
"GO:0009064"	126	3	2	19.9872432674469	4.56904326253808e-05
"GO:0016747"	126	3	2	23.7231673102637	7.05634281793426e-06
"GO:0015672"	126	3	2	20.8788137533325	2.92565558824744e-05
"GO:0006310"	126	3	2	19.2645594054325	6.55773823499165e-05
"GO:0042558"	126	3	2	19.7263581660479	5.20565941053802e-05
"GO:0006760"	126	3	2	19.3415476260429	6.3101008055517e-05
"GO:0008610"	126	3	2	20.0027595689	4.53373308418076e-05
"GO:0006575"	126	3	2	19.0827914358785	7.1816542038379e-05
"GO:0009132"	126	3	2	13.8419141060588	0.000986884987151484
"GO:0006090"	126	3	2	15.1594965671083	0.000510689755847109
"GO:0022853"	126	3	2	16.459859131242	0.000266555104234673
"GO:0000097"	126	3	2	13.1493648113432	0.0013952489711767
"GO:0098662"	126	3	2	20.7708217379414	3.08797209645467e-05
