"obs.tot"	"obs.groups"	"df.between"	"df.within"	"statistic"	"pvalue"
"GO:0016695"	126	3	2	61.3684747223295	3.86276078323944	0.0262975759096639
"GO:0003871"	126	3	2	59.4797656013642	2.22200377440494	0.117312770096109
"GO:0042085"	126	3	2	59.4797656013642	2.22200377440494	0.117312770096109
"GO:0016417"	126	3	2	59.0305441773558	3.57563756459474	0.0342148842085634
"GO:0004368"	126	3	2	62.2259107321569	0.849218254633939	0.432646038958068
"GO:0006821"	126	3	2	62.4952357973764	2.72126868527835	0.0735908789280313
"GO:0009019"	126	3	2	46.9881331374748	0.446074837072869	0.6428184501291
"GO:0016671"	126	3	2	49.1964701711083	0.139114056860409	0.870469848349258
"GO:0016838"	126	3	2	62.9685240097776	4.07843958320421	0.0215995093641199
"GO:0046777"	126	3	2	64.5729647573096	0.72970001741533	0.485985596272757
"GO:0072523"	126	3	2	57.718683171112	1.92484727021834	0.155148170251204
"GO:0006524"	126	3	2	61.2570953216339	1.23799631688266	0.297116488794792
"GO:0009080"	126	3	2	61.2570953216339	1.23799631688266	0.297116488794792
"GO:0000156"	126	3	2	56.7351759865088	1.48825716855087	0.234445626031709
"GO:0042851"	126	3	2	69.8329698211778	1.32055834039561	0.273569776785153
"GO:0000286"	126	3	2	74.4224697425192	1.48658123536977	0.232781550099832
"GO:0042853"	126	3	2	74.6589989547051	1.48961727833002	0.232082176692698
"GO:0070051"	126	3	2	53.521464174427	1.17625516551043	0.316276742046546
"GO:0046416"	126	3	2	58.6934258733158	0.683719740711374	0.508710251968322
"GO:0003917"	126	3	2	63.3401175182593	4.20272972073652	0.0193256729025529
"GO:0046459"	126	3	2	58.9019825796035	1.51542001497386	0.228157425585298
"GO:0006268"	126	3	2	59.582766355149	2.51051561974788	0.0897860174888317
"GO:0008177"	126	3	2	57.7282076933721	1.58690413043108	0.213350895037631
"GO:0004499"	126	3	2	66.4533397723145	1.14601102322581	0.324104054757389
"GO:0008998"	126	3	2	61.7520337185752	4.04139371835507	0.0224171143491167
"GO:0016635"	126	3	2	58.445428654935	2.41073773191071	0.0986229092644604
"GO:0002098"	126	3	2	59.138758723304	2.36673267773464	0.102613584749116
"GO:0046487"	126	3	2	59.9978521997249	1.82753372679538	0.169648033771859
"GO:0015603"	126	3	2	62.5405545345699	3.40090929382937	0.0396219119028889
"GO:0008645"	126	3	2	59.0057132004853	3.31799817968914	0.0430959158330269
"GO:0009240"	126	3	2	61.187174215505	3.44470616939951	0.0382272880626194
"GO:0046490"	126	3	2	61.187174215505	3.44470616939951	0.0382272880626194
"GO:0051270"	126	3	2	58.1704342181265	1.62411978796833	0.205893813483159
"GO:2000145"	126	3	2	58.186629060679	1.62644254674674	0.205438961558817
"GO:0046710"	126	3	2	58.2740931283065	3.60986851807849	0.0332680410768898
"GO:0004385"	126	3	2	58.2989654413867	3.62986148509788	0.032678951254169
"GO:0098609"	126	3	2	60.341838645573	1.99887986639467	0.144359054373327
"GO:0051538"	126	3	2	58.2315846622021	1.13663979762463	0.32791055472899
"GO:0019682"	126	3	2	60.9847495840041	3.31705718662316	0.0429061845447843
"GO:0019288"	126	3	2	60.9695518595029	3.32283225078545	0.0426849860505152
"GO:0019541"	126	3	2	58.8958870372631	1.51705751851422	0.227803247817264
"GO:0042274"	126	3	2	63.2317131759208	2.8675289489017	0.0642578028158914
"GO:0007156"	126	3	2	60.8458579571519	1.90989793299359	0.15686896199847
"GO:0098742"	126	3	2	60.8701024340014	1.93312223447813	0.153475921560849
"GO:0004017"	126	3	2	60.5981274725938	4.99249272840091	0.009838783960227
"GO:0004494"	126	3	2	55.523181200487	1.82953793741473	0.170030530924907
"GO:0035375"	126	3	2	54.1079866992798	1.24290633675962	0.296650350964057
"GO:0009008"	126	3	2	63.8170049879323	6.13940106185452	0.00364262725646322
"GO:0008061"	126	3	2	58.1494310514761	0.286927534895931	0.751622563981309
"GO:0000226"	126	3	2	80.6122085865184	0.80041063543082	0.452681310057059
"GO:0009251"	126	3	2	60.6594298493158	3.40866892575753	0.0395430644942586
"GO:0003779"	126	3	2	67.1906121758352	2.1189600594023	0.128116058950292
"GO:0006915"	126	3	2	79.3914665360146	1.01861769792472	0.36576366829088
"GO:0044247"	126	3	2	60.6279335794011	3.52872756454517	0.0355075406970554
"GO:0008556"	126	3	2	59.1473967608567	3.68485608353181	0.0310319104161648
"GO:0007017"	126	3	2	77.5947230078771	2.63229467594277	0.0783286569383058
"GO:0018667"	126	3	2	81.9581064399657	1.09833261762939	0.33828331465333
"GO:0044092"	126	3	2	60.6698668626666	0.904966117048127	0.409945921309859
"GO:0008320"	126	3	2	60.8651442464492	2.26530494051765	0.112482539273855
"GO:0140318"	126	3	2	60.8651442464492	2.26530494051765	0.112482539273855
"GO:0051603"	126	3	2	63.1887252664213	1.91947433141693	0.155140251529437
"GO:0006591"	126	3	2	60.3176345890475	2.99495217480696	0.0575322610531962
"GO:0051015"	126	3	2	81.9893771669793	2.05701380997161	0.134381871651469
"GO:0019323"	126	3	2	60.4635444036908	2.81187294652344	0.0679700602883282
"GO:0015631"	126	3	2	81.9799620117037	2.17166606075115	0.120501555209385
"GO:0008017"	126	3	2	81.9769122678869	2.17039638164509	0.120647185948843
"GO:0009927"	126	3	2	61.5691328842025	1.2502603457692	0.293599429950459
"GO:0097485"	126	3	2	81.8190650030831	1.5927726657276	0.209601293297838
"GO:0007411"	126	3	2	81.8147637711707	1.59430921673119	0.209291859052721
"GO:0008184"	126	3	2	62.3131901914293	3.60810906465714	0.032908106152951
"GO:0098631"	126	3	2	81.8513407340791	1.59043098701147	0.210071830841386
"GO:0098632"	126	3	2	81.8500320148153	1.59013067069859	0.210132666493114
"GO:0008037"	126	3	2	81.8668798248397	1.59643848095656	0.20885945245401
"GO:0008038"	126	3	2	81.8586971841516	1.59130092556992	0.209895438357199
"GO:0070593"	126	3	2	81.8500360724784	1.5902558769908	0.210107341849809
"GO:0015801"	126	3	2	61.4605251616787	3.3358606359151	0.042133039771499
"GO:0004791"	126	3	2	62.6900233328185	1.85839128113126	0.164410995773584
"GO:0009061"	126	3	2	62.6687736041156	4.32813440919385	0.0173497970003299
"GO:0019520"	126	3	2	61.1323928654869	4.0440668400004	0.0224151145833714
"GO:0004616"	126	3	2	56.3206003783904	3.27236028606287	0.0452395765539886
"GO:0031071"	126	3	2	63.3149907817748	1.94411252613573	0.15156292480549
"GO:0015370"	126	3	2	59.1185879379621	1.16667254664861	0.318466707739074
"GO:0016682"	126	3	2	57.4963976519293	2.54511970315297	0.0872746579641198
"GO:0016842"	126	3	2	59.8027850590764	3.29695032903849	0.043825763892725
"GO:0019521"	126	3	2	60.213423613463	3.54533627987464	0.0350263928781317
"GO:0051259"	126	3	2	59.83727675181	2.8874653536653	0.063514170625396
"GO:0008859"	126	3	2	62.7588874862843	1.98314072436924	0.146168402066929
"GO:0070569"	126	3	2	59.878832329555	2.01029512210463	0.14288991151635
"GO:0000101"	126	3	2	59.936658292023	2.79620950472126	0.0690209864636133
"GO:0052908"	126	3	2	56.6098692510027	3.61646511083832	0.0332600432144787
"GO:0032775"	126	3	2	58.520507498862	2.48613406966482	0.091983968849063
"GO:0009007"	126	3	2	58.5205054051029	2.48613137289152	0.0919841977947817
"GO:0008728"	126	3	2	62.1859223962751	3.56572427087031	0.0341953315988059
"GO:0004096"	126	3	2	61.444809830053	3.13721386897029	0.0504300558564658
"GO:0018455"	126	3	2	61.6028970630252	3.20525302772127	0.0473960288154229
"GO:0102250"	126	3	2	62.7293881538578	4.2267614781587	0.0189640497616792
"GO:0102499"	126	3	2	62.7293881538578	4.2267614781587	0.0189640497616792
"GO:0004457"	126	3	2	59.4283300225137	1.85000393613611	0.166177734451159
"GO:0015923"	126	3	2	61.2807004324545	2.57689984584026	0.0842256594548474
"GO:0009307"	126	3	2	63.6361568328162	5.71311846958585	0.00522463799704901
"GO:0033680"	126	3	2	61.6181687777628	3.04040074809116	0.0550467654736856
"GO:0000737"	126	3	2	56.8100212843362	2.4459749123385	0.0957185702854246
"GO:0097617"	126	3	2	56.9298047832846	2.81055336287811	0.0685421554382447
"GO:0008296"	126	3	2	62.6287304349574	2.84804739798285	0.0654881744796079
"GO:0016801"	126	3	2	58.5416921431237	2.55948134583592	0.0859746767585417
"GO:0000014"	126	3	2	57.0804474517302	2.1527040623737	0.12550839656262
"GO:0000738"	126	3	2	56.7749290442252	2.47347065661079	0.0933324026739965
"GO:0097098"	126	3	2	56.8024280104411	2.4502959571207	0.0953397469055602
"GO:0071667"	126	3	2	56.7654830849782	2.47029233355442	0.0936071784700731
"GO:0044355"	126	3	2	45.7737578516767	0.168718526995086	0.845269571431003
"GO:0099046"	126	3	2	45.7737578516767	0.168718526995086	0.845269571431003
"GO:0044210"	126	3	2	60.4766293158626	2.89297511174966	0.0631132675542028
"GO:0030261"	126	3	2	59.4710016175315	4.22816217770148	0.0191908417527207
"GO:0004022"	126	3	2	61.605474123287	3.21110620358333	0.0471451564158252
"GO:0003857"	126	3	2	57.8169777979069	1.71984369863768	0.188129021533193
"GO:0004356"	126	3	2	57.880575425156	1.64651391589287	0.201618100499746
"GO:0016726"	126	3	2	61.1988676961363	3.97299863261405	0.0238629268896924
"GO:0016849"	126	3	2	59.7850746348238	1.82274103809203	0.170447245954699
"GO:0046174"	126	3	2	57.6376284923631	1.31875953619818	0.275415036072177
"GO:0000099"	126	3	2	58.368769729012	2.04031498299551	0.139156852649715
"GO:0043086"	126	3	2	60.4386963321262	0.387544558639278	0.68039579963779
"GO:0090482"	126	3	2	59.3143680447071	3.47053605550655	0.0375514941166514
"GO:0003944"	126	3	2	56.7881014420367	2.45840162387977	0.0946333450849042
"GO:0015095"	126	3	2	58.5624980710276	3.32058154873532	0.0430486769571944
"GO:1903830"	126	3	2	58.5624980710276	3.32058154873532	0.0430486769571944
"GO:0009617"	126	3	2	63.3388843062466	2.70761907752221	0.0744167211602793
"GO:0004824"	126	3	2	58.0245117475946	3.68304356327518	0.0311998919907176
"GO:0006430"	126	3	2	58.0955161008408	3.70495146589646	0.0305918907016138
"GO:0042219"	126	3	2	57.4601272437271	1.90004495347783	0.158840391575918
"GO:0016803"	126	3	2	62.0925790860854	3.66884925889573	0.0311866877193604
"GO:0043213"	126	3	2	57.8898754717127	1.10455743574655	0.338238707200491
"GO:0005991"	126	3	2	57.1486166550563	2.0450278883089	0.138738814622035
"GO:0035434"	126	3	2	59.5785903855911	3.89753975569491	0.025659737718082
"GO:0022885"	126	3	2	68.867512096999	1.15589103805733	0.320807580177801
"GO:0015803"	126	3	2	57.7997737258351	1.80769024728002	0.173182927024419
"GO:0070206"	126	3	2	64.0170558976424	1.68865865119794	0.192892557357288
"GO:0042912"	126	3	2	76.347300254301	1.29637833535654	0.279472378135503
"GO:0030162"	126	3	2	58.8202098210137	0.615025859186355	0.5440667155667
"GO:0097718"	126	3	2	81.8957054754016	1.59720540836166	0.208703168312545
"GO:0047485"	126	3	2	81.7568652930716	2.07796291655947	0.131746868385843
"GO:0070207"	126	3	2	74.1090944655496	2.08966161055534	0.130959808551892
"GO:0071111"	126	3	2	60.8564344956877	1.10860722593179	0.336590073166589
"GO:0048029"	126	3	2	62.6505561982536	2.82511387972666	0.0668772394923026
"GO:0032880"	126	3	2	57.9928083730118	0.89205783072797	0.415359405018001
"GO:0019646"	126	3	2	57.4389825376173	1.7345589661541	0.185593553867733
"GO:0090087"	126	3	2	58.0064733528585	0.887777590150452	0.417086608825083
"GO:0051223"	126	3	2	58.0089244222432	0.887779247222807	0.417085708204202
"GO:0070201"	126	3	2	58.0150508364168	0.890374952859697	0.416036020505745
"GO:0006119"	126	3	2	58.9084175343288	1.24668167553322	0.294929272023559
"GO:0044208"	126	3	2	63.0001392505325	3.58112699556883	0.0336485121659722
"GO:0051260"	126	3	2	59.1343031889937	2.09374122610341	0.132266976751511
"GO:0015173"	126	3	2	61.1386433537194	3.27106927589707	0.0447072133243847
"GO:0003984"	126	3	2	58.456199886889	3.44151357115109	0.0386379336347093
"GO:0016781"	126	3	2	63.2489729347463	3.78682337399169	0.0279674174992142
"GO:0042742"	126	3	2	59.9453318640528	2.42637756899525	0.0969883574371017
"GO:0006085"	126	3	2	60.0181472954125	3.12153347448219	0.0513222740029129
"GO:0033365"	126	3	2	63.3045487250644	5.37703714965636	0.00696933548423631
"GO:0009310"	126	3	2	64.1329326193951	0.641702362145898	0.529741567168268
"GO:0072594"	126	3	2	63.3056111910378	5.31185820991575	0.00736896443011673
"GO:0004635"	126	3	2	60.4884193258887	4.36776435415417	0.0169110012326302
"GO:0006004"	126	3	2	60.053051678828	2.5463429688939	0.0868029652299768
"GO:0004857"	126	3	2	62.2012551143452	0.427110250158686	0.654290367893581
"GO:0042402"	126	3	2	64.1407511911507	0.646447219902414	0.527282824884006
"GO:0046819"	126	3	2	59.0175887462504	0.536635667515355	0.587537911602026
"GO:0006768"	126	3	2	60.9296563073827	0.811137182752646	0.449092366012738
"GO:0051274"	126	3	2	63.0644436926712	1.66169950761416	0.198018481025359
"GO:0052587"	126	3	2	53.7087950429953	1.22646851041329	0.301409335802444
"GO:0009187"	126	3	2	61.9281291562263	1.63068380460905	0.204089786747735
"GO:0009190"	126	3	2	61.9046559114971	1.62677995022083	0.20485121408921
"GO:0052910"	126	3	2	56.7881039571134	2.45843481003304	0.0946304544590849
"GO:0004008"	126	3	2	59.6706972828884	3.02267872879411	0.0561810049086667
"GO:0005375"	126	3	2	59.8237145477489	3.90429713042617	0.0254842103232217
"GO:0009102"	126	3	2	60.9445273304514	0.816478321755091	0.446761024647428
"GO:0060003"	126	3	2	60.028180411526	3.82714178501759	0.0272669243743583
"GO:0005315"	126	3	2	58.7623922620155	1.58011548545401	0.2145761097731
"GO:0030244"	126	3	2	56.0596838187214	0.51344614224684	0.601216497529556
"GO:0016867"	126	3	2	71.6966633468896	1.06360181542702	0.350593145588305
"GO:0016993"	126	3	2	71.6966633468896	1.06360181542702	0.350593145588305
"GO:0070972"	126	3	2	63.2674404050683	5.05280464950894	0.00920811266147747
"GO:0045047"	126	3	2	63.2663057826652	5.05531793552353	0.00918823430027304
"GO:0072599"	126	3	2	63.2666801572323	5.05201031326022	0.00921445844611531
"GO:0006613"	126	3	2	63.2734119178165	4.94122742609686	0.0101392224678075
"GO:0006614"	126	3	2	63.2734119178165	4.94122742609686	0.0101392224678075
"GO:0030682"	126	3	2	49.0080696552084	0.586577544733245	0.560084918507103
"GO:0004301"	126	3	2	56.9518204725328	2.37252850813896	0.102400811950477
"GO:0000030"	126	3	2	63.3689314356042	4.53082467493012	0.0144829386662917
"GO:0043174"	126	3	2	63.142548690462	2.83761816567474	0.0660557334228301
"GO:0062012"	126	3	2	56.9451626184045	1.29648803092154	0.28143971547912
"GO:0097502"	126	3	2	63.0107525058648	3.82571899032529	0.0270334122086204
"GO:0052547"	126	3	2	61.5253505235993	0.424407899681866	0.656057433126928
"GO:0006270"	126	3	2	63.1437949571321	3.03154306418795	0.0553160685939387
"GO:0006166"	126	3	2	63.01198666787	2.87159322037009	0.0640447339540998
"GO:0005402"	126	3	2	60.0529242582303	4.76757622909417	0.0119752944630532
"GO:0043102"	126	3	2	57.3770327883193	1.60626014028104	0.20952668859798
"GO:0004473"	126	3	2	62.9009746010816	3.86140788708884	0.0261963187675077
"GO:0008911"	126	3	2	57.0175516444354	0.995942832986536	0.375708677713593
"GO:0015108"	126	3	2	62.8530537385549	4.44080370199669	0.0157048395508214
"GO:0005351"	126	3	2	60.0248493254308	4.73840657884521	0.0122824656989569
"GO:0042743"	126	3	2	62.947648173231	3.18483926294396	0.0481319485439412
"GO:0003896"	126	3	2	63.1367525305507	2.76568375170282	0.0705682279969889
"GO:0002221"	126	3	2	56.8533501405952	2.92927681864035	0.0615455079915363
"GO:0002224"	126	3	2	56.8533502197876	2.92927786320335	0.0615454496978657
"GO:0008990"	126	3	2	58.8576701354691	1.00679743197888	0.371592108899153
"GO:0006955"	126	3	2	56.3214397917708	1.95570204488115	0.150953817756835
"GO:0070394"	126	3	2	56.6250761634371	2.53600893966285	0.0881435691106879
"GO:0070395"	126	3	2	56.6250761634371	2.53600893966285	0.0881435691106879
"GO:0051346"	126	3	2	61.313296951818	0.21556037073195	0.806697880219985
"GO:0006011"	126	3	2	56.3187201548729	2.0986389316282	0.132110501851038
"GO:0044273"	126	3	2	58.025304230505	2.31185216568189	0.108136475433692
"GO:0015851"	126	3	2	62.4220632432069	2.94336651254224	0.0600408227174305
"GO:0006097"	126	3	2	60.986525768872	1.38264424582119	0.258666847822218
"GO:0071978"	126	3	2	57.3503196830053	0.990850450326633	0.377526020126631
"GO:0006567"	126	3	2	57.4844141740121	2.67102008515667	0.0777621164320521
"GO:0008760"	126	3	2	61.7466486381338	4.40290412847149	0.0163107178081832
"GO:0043649"	126	3	2	58.7398922226441	2.70096704569937	0.0754793108254191
"GO:0006535"	126	3	2	62.471535881396	3.90498558981453	0.0252355646058229
"GO:0102500"	126	3	2	62.8180825835607	3.37506204170629	0.0405283279953562
"GO:0004801"	126	3	2	58.1548261776023	3.10743066831291	0.0522171174386711
"GO:0004582"	126	3	2	56.8913190887325	2.51323037337297	0.08996445617326
"GO:0047429"	126	3	2	58.969213391986	2.87579509960434	0.0643094016325337
"GO:0043107"	126	3	2	61.7462065359907	1.83915268163168	0.167553086211293
"GO:0016652"	126	3	2	61.5991624088122	1.79587716773849	0.174562936808385
"GO:0071267"	126	3	2	57.2288763432681	1.31688788608131	0.275964268194274
"GO:1901698"	126	3	2	58.449763463122	2.16164751667472	0.124252571786763
"GO:0015658"	126	3	2	57.6836669625099	1.79337794192404	0.175550133021675
"GO:0032784"	126	3	2	59.3174317521012	2.2558767759449	0.113698985431207
"GO:0019566"	126	3	2	56.7043814361441	1.93317959340004	0.154104592929645
"GO:0009399"	126	3	2	59.6333065893712	5.46077970070102	0.00664123555395517
"GO:0035435"	126	3	2	60.1498512868912	2.15413262952452	0.124869796014558
"GO:0006012"	126	3	2	42.7348570221347	0.734754769477252	0.485583403824146
"GO:0004089"	126	3	2	63.6411701446933	0.665252666724242	0.517682019345574
"GO:1902475"	126	3	2	57.1728972997854	1.21396878162095	0.30455624078113
"GO:0042744"	126	3	2	62.8790979065512	3.08600031428553	0.052666332145101
"GO:0019276"	126	3	2	62.4359047693327	3.91984847039445	0.0249074168706976
"GO:0019277"	126	3	2	62.4359047693327	3.91984847039445	0.0249074168706976
"GO:0004088"	126	3	2	61.8893733007411	2.24418464387758	0.114573367519663
"GO:0102483"	126	3	2	58.2975309051627	2.46065639149433	0.0942038773562432
"GO:0015149"	126	3	2	58.6146217010528	2.76003926808683	0.0715257017810836
"GO:0008965"	126	3	2	63.2370184554289	3.29224856865444	0.0436353599996783
"GO:0015855"	126	3	2	62.3262235481879	2.13263934396926	0.127093367738157
"GO:0043903"	126	3	2	56.6057636084487	1.906143436957	0.158072779378177
"GO:0006542"	126	3	2	57.7055689162878	1.58204278534766	0.214339759039484
"GO:0009009"	126	3	2	62.9861642233677	2.9411611062623	0.060095764331734
"GO:0009712"	126	3	2	56.8417889370388	1.00935663489671	0.370891185935631
"GO:0016625"	126	3	2	60.3054574933309	2.43964221399516	0.0957545411639579
"GO:0004640"	126	3	2	61.5629863584952	4.17641785996777	0.0199133482066504
"GO:0015857"	126	3	2	63.1834774805162	2.24655520409946	0.114146526720432
"GO:0008907"	126	3	2	63.2217833015596	3.06579652914393	0.05360616620799
"GO:0006108"	126	3	2	59.6118584376358	3.59605551376617	0.0335360866716737
"GO:0015175"	126	3	2	57.1197832164786	1.34589279448534	0.268436098204664
"GO:0060627"	126	3	2	54.0912978993044	1.10519010928685	0.33850857850856
"GO:0043934"	126	3	2	58.7108807429243	3.95616535975326	0.0244445349004341
"GO:0050764"	126	3	2	54.051073154569	1.14599875621292	0.325508443896323
"GO:0006089"	126	3	2	57.4634457179595	1.831386350885	0.169417931484239
"GO:0052031"	126	3	2	50.0683518099909	0.551292095456414	0.579662289758081
"GO:0051129"	126	3	2	63.1850177609429	3.64190025482203	0.0318460847036182
"GO:0019305"	126	3	2	63.1734681703196	3.69361532175546	0.0304051739398659
"GO:0046383"	126	3	2	63.1734681703196	3.69361532175546	0.0304051739398659
"GO:0052372"	126	3	2	53.8922020091837	1.25985759789898	0.29191505263709
"GO:0006959"	126	3	2	54.2790743927781	1.25059353890463	0.29445313125068
"GO:0019730"	126	3	2	53.9564658439648	1.2192447743209	0.303462678192299
"GO:0030100"	126	3	2	53.9566230653383	1.17953338359051	0.315222781018243
"GO:0045806"	126	3	2	53.989961651144	1.21790456266948	0.303847170035352
"GO:0019731"	126	3	2	53.9874004028714	1.21700033703058	0.304110547197053
"GO:0050765"	126	3	2	53.9874004083575	1.21700039771867	0.304110529536547
"GO:0052067"	126	3	2	53.9874004083575	1.21700039771867	0.304110529536547
"GO:0052509"	126	3	2	53.9874004083575	1.21700039771867	0.304110529536547
"GO:0060099"	126	3	2	53.9874004083575	1.21700039771867	0.304110529536547
"GO:0060101"	126	3	2	53.9874004083575	1.21700039771867	0.304110529536547
"GO:1905153"	126	3	2	53.9874004083575	1.21700039771867	0.304110529536547
"GO:1905154"	126	3	2	53.9874004083575	1.21700039771867	0.304110529536547
"GO:0051060"	126	3	2	56.5474439129973	2.32577773539797	0.106985558075741
"GO:0051051"	126	3	2	59.6289195238735	1.65047126537052	0.200607155194512
"GO:1900231"	126	3	2	76.3594895342354	1.06608210245084	0.349423879001959
"GO:0098657"	126	3	2	62.7573228318205	0.757949621813781	0.472867384823846
"GO:0010501"	126	3	2	56.6823036137691	2.48324151616178	0.0925121200715529
"GO:0004124"	126	3	2	62.2147795045848	2.81485665911576	0.0675628303317796
"GO:0019464"	126	3	2	57.8326177630469	1.62707645271572	0.205368832275011
"GO:0009200"	126	3	2	58.9935101766019	2.20008035776979	0.119804276042095
"GO:0070006"	126	3	2	63.240692935821	1.82363314769621	0.169825397872598
"GO:0050242"	126	3	2	55.249192982072	2.80928461322161	0.0688764717222472
"GO:0016899"	126	3	2	57.8506391602281	3.28391618254188	0.0445781834201707
"GO:0009037"	126	3	2	63.2509083235915	2.91510423296949	0.0615148066206279
"GO:0009211"	126	3	2	61.0890034211072	2.83973859508976	0.0661795843286793
"GO:0009162"	126	3	2	63.2781296182645	4.29080776946895	0.0178858646751084
"GO:0015419"	126	3	2	57.5848136744241	1.25691968472748	0.292217253275514
"GO:0009157"	126	3	2	63.2761369114289	4.26980369919293	0.0182199930645674
"GO:0003991"	126	3	2	62.8472569330888	3.41333597075373	0.0391493939667046
"GO:0048869"	126	3	2	63.0074848341692	0.358211147364371	0.700339580514279
"GO:0004850"	126	3	2	59.8662918446881	2.5280962104709	0.0883020891517533
"GO:0015936"	126	3	2	63.18901204817	2.91415716448618	0.0615753687126981
"GO:0006805"	126	3	2	59.4043921746389	2.25371074017857	0.113915143479455
"GO:0015651"	126	3	2	61.1728361583864	2.67461445031521	0.0769904787378794
"GO:0006523"	126	3	2	61.5183194005726	1.39472503735735	0.255628837821283
"GO:0009079"	126	3	2	61.5183194005726	1.39472503735735	0.255628837821283
"GO:0004072"	126	3	2	63.1534510137118	0.98735279432985	0.378238338518548
"GO:0009244"	126	3	2	58.173907459774	1.28191305769493	0.285227423238006
"GO:0046401"	126	3	2	58.173907459774	1.28191305769493	0.285227423238006
"GO:0005978"	126	3	2	62.8786723925687	1.63442320868774	0.203242290873284
"GO:0004190"	126	3	2	63.3109209200698	5.35865694443539	0.00707946245547195
"GO:0070001"	126	3	2	63.3109209200698	5.35865694443539	0.00707946245547195
"GO:0042083"	126	3	2	63.2504099079541	3.72160065861684	0.0296463052786499
"GO:0009113"	126	3	2	59.9929743216465	3.13743490523955	0.0505915885805839
"GO:0015696"	126	3	2	57.3421688704621	1.15867783825398	0.321140225995715
"GO:0009243"	126	3	2	58.3531126336659	2.34647987167163	0.104674885320561
"GO:0046402"	126	3	2	58.3531126336659	2.34647987167163	0.104674885320561
"GO:0004731"	126	3	2	60.9524414759841	3.79484353532741	0.0279726927691901
"GO:0015932"	126	3	2	61.3015396038397	4.91445251074959	0.0104820529907612
"GO:0016154"	126	3	2	59.91750784261	2.58369261021345	0.0838857512993157
"GO:0009032"	126	3	2	59.7780873907575	2.87260722405921	0.0643886423624058
"GO:0042450"	126	3	2	61.4767965499735	3.56387364394698	0.034321948010935
"GO:0015450"	126	3	2	62.4278400124757	1.99707398478882	0.144310516675598
"GO:0047975"	126	3	2	59.2816981493938	2.25245874966521	0.114066067371378
"GO:0045861"	126	3	2	61.5712765003704	0.340513295862225	0.712736212187414
"GO:1901618"	126	3	2	62.5933746018082	0.33871914538971	0.713980725576925
"GO:0004725"	126	3	2	60.2961301521124	3.78590183839339	0.0282577441207185
"GO:0010466"	126	3	2	63.2027465886157	0.227071433392235	0.797511112381262
"GO:0061134"	126	3	2	62.9185814187149	0.252368361363761	0.777741178696642
"GO:0010565"	126	3	2	56.5093516775293	0.975655110320038	0.383203895213091
"GO:0043455"	126	3	2	61.0643760447899	0.793549094504019	0.456844610132918
"GO:1900376"	126	3	2	61.0518872077759	0.791637804048546	0.457697401555831
"GO:0030414"	126	3	2	62.9208739284754	0.25048098217241	0.779198768933422
"GO:0072337"	126	3	2	59.3030340893914	2.55064093431293	0.0865659700488005
"GO:0003906"	126	3	2	62.6802518303218	0.901022785857107	0.411348833174588
"GO:0015858"	126	3	2	61.1544624060702	4.26504895974366	0.0184507401127823
"GO:0004300"	126	3	2	57.5247466847507	2.23990348327049	0.115675659387213
"GO:0006808"	126	3	2	57.0655118059166	1.32015523643276	0.275126239156008
"GO:0016289"	126	3	2	60.5640707040845	1.00878131099075	0.370707218541538
"GO:0042178"	126	3	2	58.539506359367	1.93835254533796	0.153068461381747
"GO:0009653"	126	3	2	60.7629611968141	0.638193610097202	0.531749335829175
"GO:0072344"	126	3	2	56.4814161560194	3.03704158519306	0.0558784705718837
"GO:0006528"	126	3	2	61.7369212205581	0.161363973484817	0.851340021603424
"GO:0030154"	126	3	2	62.9057249465696	0.265299742468048	0.767829853952609
"GO:0046348"	126	3	2	62.3827708475131	2.39696162854613	0.0993283523669878
"GO:0004035"	126	3	2	57.3514470880274	0.799428167196499	0.454531656034615
"GO:0015491"	126	3	2	67.3754424568728	0.143617678941034	0.866483328196488
"GO:0004045"	126	3	2	57.2907734794296	3.36945065136228	0.0413547042958095
"GO:0046184"	126	3	2	58.1903770975977	2.58277361684761	0.0842050959417664
"GO:0019808"	126	3	2	57.1655160586835	1.38875449383181	0.257671137124357
"GO:0008746"	126	3	2	62.6278920853015	1.815027991744	0.171293887598472
"GO:0016634"	126	3	2	58.8124132757179	1.59553560967936	0.211452556229452
"GO:0033862"	126	3	2	57.5180698385932	3.10135582322578	0.0525884600318396
"GO:0044093"	126	3	2	59.4415585781908	3.49658941621312	0.0366721802858925
"GO:0008831"	126	3	2	63.2544325964468	3.81782143381671	0.0272036736638042
"GO:0004813"	126	3	2	63.3377244659004	2.04406162019087	0.137958457132202
"GO:0042822"	126	3	2	58.271003582287	2.63500479561187	0.0802522875653413
"GO:0042823"	126	3	2	58.271003582287	2.63500479561187	0.0802522875653413
"GO:0005539"	126	3	2	62.0426198421617	1.34091092788138	0.269081993362957
"GO:0030551"	126	3	2	57.6676534609562	1.401964188505	0.254374696613544
"GO:0046857"	126	3	2	59.213607424914	2.02327077936189	0.141262679945772
"GO:1902011"	126	3	2	56.758285365559	2.51140075901608	0.0901367357214058
"GO:1902012"	126	3	2	56.758285365559	2.51140075901608	0.0901367357214058
"GO:0015740"	126	3	2	57.4268313869786	0.916108994692985	0.40583920558381
"GO:0070084"	126	3	2	61.6347946078648	2.29597696067119	0.109211074223694
"GO:0004826"	126	3	2	60.2875329047011	3.0994140255823	0.0523284254076168
