"V1"	"V2"	"V3"
"GO:0055114"	13.253802911701	170.210192058209	235.715396572927
"GO:0009058"	14.1292924093261	15.9692818740075	70.3670714800269
"GO:0007568"	0.0179227190109026	13.9153582268444	0.256658425407753
"GO:0051775"	0.0257672542108141	0.00162715002553044	0.285178213507161
"GO:0009847"	0.0774032736163223	0.00162697328926973	0.370409447028089
"GO:0050817"	0.000268646476711785	0.00162958401769356	0.0357536687534375
"GO:0014823"	0.00275202822280427	8.29743787440101	0.0351622076400154
"GO:0006734"	0.00517067763032881	0.111003115753341	0.136934895832202
"GO:0007626"	0.00272957085542228	0.0530190512144846	0.034875505610181
"GO:0071722"	0.0153168568663744	0.00162734576045197	0.235118111264652
"GO:0001503"	0.00517535979412861	0.253037135019284	0.0712532638332695
"GO:0007059"	0.380776924356162	0.11006397855212	5.55611096258536
"GO:0071704"	0.214979404361871	0.05422248509092	2.74909089746323
"GO:0044238"	0.10593911375524	0.0181957698496659	0.51830353528096
"GO:0006457"	0.669537408671572	3.58091334206876	11.6792398646638
"GO:0030029"	0.0103114730199702	0.00162870178870194	0.0372336891305713
"GO:0032196"	0.405043343415676	0.565198226948965	3.43666337363237
"GO:0014854"	0.00275202822279261	7.64111037257434	0.0177409559256433
"GO:0006739"	0.0312792311932355	0.522544144524865	0.214636827085056
"GO:0008219"	0.00516340527009887	0.382512390018549	0.179995565485293
"GO:0009405"	0.725710117387192	0.960778008290151	9.84293329242526
"GO:0010127"	0.000268646382823296	0.00162864359453126	0.0761698931371209
"GO:0043335"	0.110926316023049	0.226996233552558	1.11839782575458
"GO:0007017"	0.0924872233457481	0.00162698735072471	0.310564002132723
"GO:0008340"	0.0460706517039084	100.230949758242	0.288388724795594
"GO:0019882"	0.00272957085396696	1.16607452610603	0.00151988283707685
"GO:0009791"	0.0285202864131545	4.3362897008842	0.151637755641561
"GO:0019674"	0.0680776386851867	0.0016269878330764	0.792225853331109
"GO:0006955"	0.0205351676424586	0.0534632479338037	0.253412989328046
"GO:0048066"	0.000268646890541085	0.00162994906243251	0.0365539550327702
"GO:0030447"	0.0051571882118424	0.00162984285615643	0.0356244054052944
"GO:0044764"	0.0127982635401475	0.0181977367974015	0.164169245592202
"GO:0070988"	0.0184083543660929	0.00162699970045183	0.320383447836551
"GO:0046034"	0.231062126208434	84.2580290074989	2.98197639777583
"GO:0000920"	0.0931081258404712	0.00162697356054285	0.547045888849939
"GO:0048589"	0.00518064249505351	0.0356350914790832	0.0739792179957187
"GO:0007163"	0.00272787791690608	0.00162850350728	0.118267696465734
"GO:0010312"	0.00514311133587188	0.00162818763567966	0.154009328540365
"GO:0032259"	4.38269780803314	15.0393008895342	48.5168693647326
"GO:0007049"	0.719206614892934	1.06526410216296	16.7716346440571
"GO:0022611"	0.000268647093071865	0.00162928525662208	0.0573323381576318
"GO:0006276"	0.0404169588425765	1.43085336602188	0.455053499880992
"GO:0019954"	0.00272225272033114	0.0361092932045287	0.0178838462899423
"GO:0009056"	0.0153617429852666	0.00162705869246372	0.245066145511929
"GO:0019835"	0.124372114989126	0.00162698687572293	1.74945429729506
"GO:0010273"	0.0396174407926095	0.0185891157647717	0.298911533112159
"GO:0010842"	0.000268646450247873	0.114104892215983	0.0015198828719262
"GO:0008104"	0.000268646873668464	0.00162869596702431	0.096483243205466
"GO:0021575"	0.00272562443618232	35.0183282380023	0.0015198828319516
"GO:0048598"	0.0125856189192015	78.73361654723	0.197051369874021
"GO:0010035"	0.000268647095670721	0.0534632505532408	0.0179806724885167
"GO:0048855"	0.00769442946978957	0.00162982271346009	0.0177409559268229
"GO:0061077"	0.107080274115127	0.326335827103526	0.783814821199842
"GO:0030917"	0.0025957504768156	0.00162797838366623	0.00170622715412866
"GO:0051191"	0.0185516969587311	0.00162768252943579	0.291388487187824
"GO:0048512"	0.010322776360448	0.00162980322475722	0.0351357130488917
"GO:0061635"	0.000268647095867334	0.216083681736251	0.0361882311371098
"GO:0001525"	0.0178182722104752	80.2627319604012	0.20320722664429
"GO:0060041"	0.00763240205526064	0.0182008531319094	0.053135822286405
"GO:0009404"	0.000268646789809223	0.00162749531503613	0.126287823361766
"GO:0060325"	0.00525736979768761	35.0267168298265	0.0015191874344008
"GO:0044248"	0.00274162955514692	0.00162712788194726	0.151384965247864
"GO:0051321"	0.00513265617830443	0.00162908367777833	0.0527177631204237
"GO:0006116"	0.0077152820375739	0.0181989283173509	0.084233475849671
"GO:0051409"	0.0233167374693088	0.00162744826591034	0.239288733572061
"GO:0050877"	0.0447147443753699	0.00162712205161811	0.11411907812605
"GO:0015979"	0.281255452645088	0.0919842324174369	0.83438699485369
"GO:0051649"	0.00272562443609556	0.00162754221701011	0.103008072288038
"GO:0006952"	0.0282312827104313	0.0353407018084459	0.19210354366593
"GO:0030541"	0.0321024993299343	0.00162720827535383	0.336987414459495
"GO:0042391"	0.047462640159714	0.00162702025747153	0.186468956777276
"GO:0006790"	0.116743147104679	0.0181958783142565	0.999457585858115
"GO:0007275"	0.14992006715025	3.06543013293275	0.517237388653218
"GO:0043609"	0.000268646354492861	0.0016284478547266	0.0799287290855833
"GO:0016043"	0.0342873498986554	0.0712130535078021	0.16344905550394
"GO:0048148"	0.010322776360448	0.00162980322475722	0.0351357130488917
"GO:0044117"	0.0027256244376939	0.00162974263822573	0.0524641229453754
"GO:0061072"	0.00523951182811344	0.0185976247309538	0.0177409559256433
"GO:0006959"	0.000268646389116843	1.64083752291789	0.0177409559256432
"GO:0006082"	0.0966213506977166	0.0016269877156211	1.13894894300519
"GO:0009314"	0.0932406789251759	7.84579423477144	0.607598098888226
"GO:0008218"	0.0229946220383712	0.0183467377805209	0.238196697374796
"GO:0001974"	0.000268646897114342	0.0534632508310329	0.0351622076400154
"GO:0021984"	0.00769442946978957	0.00162982271346009	0.0177409559268229
"GO:0016032"	0.102331949341509	1.84684468624014	0.616052939972537
"GO:0007267"	0.00521532955809569	1.25595635942743	0.0734600833847337
"GO:0098630"	0.0513017463474909	0.0016275048248526	0.067247201688484
"GO:0044249"	0.0972147938204616	0.00162698677490417	0.801039314670646
"GO:0048658"	0.00517156292714652	0.00162935183170401	0.0729939093598958
"GO:0048868"	0.00272957085487831	0.0181993687022974	0.0765463907246331
"GO:0070989"	0.00274430612572991	0.00162890022471816	0.0553437787065314
"GO:0048870"	0.0293616744878352	0.0181963365029281	0.349397650791896
"GO:0019953"	0.00770357498426791	0.00162939306098769	0.0548702399672999
"GO:0015977"	0.486297037884006	1.20099478058341	1.53385995086187
"GO:0003157"	0.000268646836789778	0.00162848188027105	0.0017063511393108
"GO:0021549"	0.00519028880123926	0.199856506252844	0.0526907572037249
"GO:0043094"	0.0292062474559657	0.00162698233836391	0.428719142493614
"GO:0046148"	0.0152750556161941	0.00162700745694642	0.220351320361089
"GO:0033627"	0.623105381975323	0.018206466087636	0.353574343948492
"GO:0030011"	0.00515360405927346	0.00163028035888922	0.0185687216685735
"GO:0007343"	0.015282959937437	0.00162902504104083	0.035504964449511
"GO:0060174"	0.00520365940634931	0.00162963543216543	0.0178838462899464
"GO:0098609"	0.0463938926857022	0.48634726388334	0.212054298228884
"GO:0061032"	0.0317784364111782	0.0016269833128151	0.0367290121769129
"GO:0060324"	0.000268646383465798	35.0316448883208	0.00151988283259427
"GO:0030436"	0.00259235008757661	0.00162796458751186	0.17315590509699
"GO:0000746"	0.209822693109502	0.00162698783367569	1.2882000077528
"GO:0085030"	0.000268646526550796	0.00162927089251581	0.0758231373095892
"GO:0061339"	0.0027278779168472	0.00163028068081802	0.0185687216685735
"GO:0031589"	0.000268646101175239	0.00162987697505013	0.037071035769675
"GO:0009887"	0.00517896489613649	0.0752234827934797	0.0554044707224005
"GO:0006805"	0.0153901954464997	0.0797092228156371	0.182016166342224
"GO:0061034"	0.00516340525135134	0.00163058527039841	0.00151988233665368
"GO:0098869"	0.62185410118263	10.5234552586194	10.3942758590139
"GO:0032197"	0.0284339297063041	0.0353403113185363	0.196769244645137
"GO:0043170"	0.000268646386947392	1.54442472386446	0.0178838462899423
"GO:0042493"	0.0852882372342735	24.2013259309132	0.688422057859805
"GO:0006935"	0.422557738535041	0.113115970060018	8.50289288848492
"GO:0009636"	0.0607390626247507	8.03927253192146	0.516300780921443
"GO:0006725"	0.193499237576794	0.00162697601610123	1.46217433191247
"GO:0035094"	0.000268646415133999	36.8318573722298	0.0178838462899423
"GO:0021766"	0.00516340525135134	0.00163058527039841	0.00151988233665368
"GO:0009567"	0.00515255369546222	0.0016298551316569	0.0560940271567013
"GO:0035902"	0.000268646387022836	1.62191501905855	0.0177409559256434
"GO:0021756"	0.00516340525135134	0.00163058527039841	0.00151988233665368
"GO:0040008"	0.0102403650273259	0.198664893555031	0.170926723794521
"GO:0008217"	0.000268646322977231	1.4230012982502	0.0181133092142064
"GO:0036065"	0.0401587603170144	0.114104939607912	0.236578503217222
"GO:0050787"	0.0611320340491393	0.00162698490357678	0.45544691483913
"GO:0030900"	0.00273531449649532	35.0318619639382	0.0353085349716983
"GO:0007565"	0.00272225590655501	1.41842551665195	0.051615506000995
"GO:0002931"	0.00026864709584609	0.0914548563354613	0.0358958221494571
"GO:0042752"	0.0180740394501448	0.00162792229634359	0.0542936423882302
"GO:0097502"	0.196733314520561	0.00162697032866913	1.04493514887138
"GO:0044550"	0.000268647064069928	0.00162779920706451	0.0605906259293826
"GO:0006808"	0.127917778883621	0.0353420692126621	1.17143439321917
"GO:0042472"	0.010162065540502	0.279688234358184	0.0707426865472956
"GO:0006811"	0.976292872062401	84.0581951114401	18.8556007608258
"GO:0051881"	0.000268646561844133	0.0530190501167961	0.0709031273217634
"GO:0019044"	0.00522073711884594	0.00162999462401662	0.0177409559256433
"GO:0005996"	0.0616780097959995	0.00162697554208739	0.538847922873479
"GO:0001306"	0.010322776360448	0.00162980322475722	0.0351357130488917
"GO:0006796"	0.0431948634795547	0.00162698603844871	0.589367205539718
"GO:0021744"	0.000268646450247873	0.114104892215983	0.0015198828719262
"GO:0007617"	0.0232176045796949	78.6173295990208	0.198601442312486
"GO:0007165"	1.90835657789451	12.762992815356	39.7097068722128
"GO:0097065"	0.00515088091687652	0.00163046340918538	0.0178838462899423
"GO:0022900"	1.56965533394995	127.61888228602	27.4710459957704
"GO:0045132"	0.0806028924422269	0.00162715321973001	0.159499201422512
"GO:0048546"	0.00272562443618232	35.0183282380023	0.0015198828319516
"GO:0009950"	0.00275283710874265	0.00163058368392017	0.00151988225871508
"GO:0008298"	0.015282959937437	0.00162902504104083	0.035504964449511
"GO:0042537"	0.00770426812798961	0.0181973571791188	0.265987297927944
"GO:0031668"	0.00272225272213924	0.00162865160331956	0.106597326127845
"GO:0009052"	0.103385921426256	0.517476447699762	0.670905547724461
"GO:0043588"	0.00779218005480873	0.0186493753569991	0.0530502947519707
"GO:0019419"	0.0719222077147228	0.00162697988496957	0.484430598865844
"GO:0009635"	0.0372123346938972	0.0181981283997131	0.133907545425895
"GO:0042060"	0.00273593349939794	0.0181991248925373	0.053297004572629
"GO:0021754"	0.00769442946978957	0.00162982271346009	0.0177409559268229
"GO:0009308"	0.0427609865164854	0.00162698770917816	0.296786118033312
"GO:0048703"	0.00272562443619	35.0548859663169	0.0177409559256434
"GO:0070593"	0.208568374023945	0.00162697646560306	0.154809585624648
"GO:0060013"	0.000268646556892582	0.0183503165256072	0.0703184198937342
"GO:0002244"	0.0101472493262037	0.00162889137181818	0.0351622076400272
"GO:0044260"	0.0099684734670448	0.00162809880328858	0.215932705133297
"GO:0044255"	0.0231117354450827	0.0712130560269458	0.315935895956771
"GO:0016051"	0.148327255046997	51.5910149768174	1.22369539078415
"GO:0009403"	0.0339425153716122	0.00162697768218969	0.501435909723361
"GO:0030421"	0.0125856189192015	78.7267934651914	0.196878549505547
"GO:0006915"	0.0982488983800175	2.35870851226395	0.26918794139796
"GO:0060173"	0.00259575056822958	0.00162752878392766	0.0515512939420367
"GO:0060348"	0.00273205808459158	0.130699297184259	0.0179806724885159
"GO:0003341"	0.0027265322178346	0.00162810361052185	0.0355994429424001
"GO:0044273"	0.00513892397986985	0.00162745856651527	0.0872890036081404
"GO:0045444"	0.00259575137261418	1.19791383590459	0.00151920951437821
"GO:0021731"	0.00769442946978957	0.00162981486976352	0.0349694986745046
"GO:0046907"	0.00518525539038537	0.00162740197536612	0.143783195709976
"GO:0030855"	0.000268646842349909	0.376261948711858	0.00170635113931081
"GO:0016052"	0.134302270316406	14.1270238201287	0.780945763178386
"GO:0015893"	0.0730147209584459	0.493166171250789	0.848821469412128
"GO:0030639"	0.00272225272296168	0.00162807054712526	0.1499176499424
"GO:0007369"	0.00272653212910073	0.243052406426794	0.0545341902689846
"GO:0043085"	0.0730640799336779	0.411636641217632	0.400833186921094
"GO:0048705"	0.00526975568437995	0.00162964159671627	0.0179806724885217
"GO:0050919"	0.0109394398933294	0.00162948789617004	0.0351357130488912
"GO:0008062"	0.010322776360448	0.00162980322475722	0.0351357130488917
"GO:0036460"	0.00272225272257345	0.00162811987187519	0.159258564744476
"GO:0008544"	0.000268647095879532	0.00162924275351038	0.055360347797396
"GO:0098678"	0.000268646566369983	0.00162936471906134	0.0721639794816838
"GO:0009853"	0.000268646385337689	0.00162906275212179	0.0725757143948919
"GO:1904016"	0.000268646298067395	0.675842055531836	0.00151988294549806
"GO:0060126"	0.000268645720462462	0.00162996135195237	0.0183840850393964
"GO:0009651"	0.0655346481645325	33.3589666690916	0.530492287640272
"GO:0042546"	0.00273205808113525	0.00162971993807259	0.0353913574037002
"GO:0008610"	0.237188089643586	0.0930367425361709	2.10299509462883
"GO:0021599"	0.00513892397987127	0.00162847079719905	0.00170420355640836
"GO:0006996"	0.0151453421933223	0.00162802408567004	0.174498458336349
"GO:0021742"	0.00769442946978957	0.00162982271346009	0.0177409559268229
"GO:0034616"	0.000268646835522734	0.0356349052155796	0.00170680950973144
"GO:0010447"	0.0558185561935175	0.00162697670452267	0.222028581226417
"GO:0006139"	0.406546361685161	0.280255028438305	6.08496834174249
"GO:0039021"	0.0317784364111782	0.0016269833128151	0.0367290121769129
"GO:0071236"	0.0255971232963717	0.00162761574558497	0.388829468837744
"GO:0021545"	0.00769442946978944	0.00162983190235474	0.0178838462911179
"GO:0016999"	0.0396348866395811	0.00162698769327249	0.28373631285563
"GO:0048565"	0.00273480982161663	0.00162832922973597	0.00170635113931067
"GO:0009438"	0.0052208571750048	32.7271773777092	0.0835886082108931
"GO:0008406"	0.0125856189192015	78.7267924499133	0.197366816513648
"GO:0046185"	0.000268646389350107	1.69737322977275	0.0182770386660974
"GO:0098003"	0.0154855262626886	0.00162725219237698	0.174750806551276
"GO:0009294"	0.0900105552531366	0.00162697842006646	0.858613823718594
"GO:0002474"	0.00272957085396631	1.36069493704343	0.00151988282107104
"GO:0019417"	0.0177764874586977	0.00162700308380827	0.137898015831707
"GO:0042127"	0.0101222496670661	0.00162901027021686	0.0916292107312716
"GO:0046903"	0.000268646888412054	0.00162883378753358	0.0838438696867885
"GO:0050821"	0.0852382677415053	0.359012305115195	0.702026752049052
"GO:0042621"	0.00519601701960174	0.00162774954133282	0.164981797788787
"GO:0009855"	0.000268646383463461	35.0253592247389	0.00151988283259454
"GO:0048568"	0.00259575008331889	0.238489865114877	0.0556553157863252
"GO:0019333"	0.015459836121131	0.00162706793155215	0.197475757101635
"GO:0060078"	0.0337157738227102	0.00162708370516608	0.135636688483116
"GO:0007411"	0.213866146384716	0.150317020893675	0.232997933923254
"GO:0010247"	0.00272225272109377	0.00162842851172223	0.0828018139277557
"GO:0019538"	0.407986153758759	0.209223456649674	5.32968281150734
"GO:0010467"	0.00026864690081145	0.00162975891321126	0.037427343955002
"GO:0042694"	0.00769442946978944	0.00162983190235474	0.0178838462911179
"GO:0009409"	0.0401221399033974	32.5562580756937	0.372511618779198
"GO:0070994"	0.00516243659723125	0.00163024843509014	0.0177409559256431
"GO:0051216"	0.00273205808460325	0.00162990086207846	0.0360999620676682
"GO:0043937"	0.023673612259773	0.62951132417567	0.340292308499707
"GO:0022006"	0.000268646836789778	0.00162848188027105	0.0017063511393108
"GO:0010154"	0.000268646332808417	0.0016301123261131	0.0357745732233507
"GO:0002183"	0.000268646564381655	0.00162985131906816	0.0543119309069243
"GO:0010243"	0.0078660457593679	0.0353406370334913	0.18796259491705
"GO:0034976"	0.00516969901648663	0.201612788897541	0.11584807018932
"GO:0021572"	0.00513892397987127	0.00162847079719905	0.00170420355640836
"GO:0043086"	0.0487926037965497	0.00162705539327836	0.390841510464856
"GO:0009953"	0.00519170500359505	0.00162741027406261	0.0532312478623053
"GO:0001302"	0.0708000598134333	0.0712130506932642	0.241790638906827
"GO:0036180"	0.005157188211842	0.00162990311627042	0.0177409559256432
"GO:0048515"	0.00514625770220944	44.1970523077604	0.174079788767851
"GO:0007620"	0.010322776360448	0.00162980322475722	0.0351357130488917
"GO:0030099"	0.00272951122987904	0.0181978979546204	0.0540214887156173
"GO:0006972"	0.0287004424277719	0.0181958996392616	0.21009632384481
"GO:0090377"	0.00272225271989088	0.00163002815647909	0.0551881864368973
"GO:0009059"	0.0435285011012839	0.00162699564334054	0.396764971645824
"GO:0051726"	0.0336166660547668	0.198664892565429	0.500615262876522
"GO:0035994"	0.000268646416574333	1.6219150414496	0.035308534971698
"GO:0001890"	0.000268646901645464	0.0181998834437441	0.0354266693331289
"GO:0010446"	0.00272225272146923	0.00162862317546175	0.10465583360704
"GO:0019083"	0.0134801641668282	0.0016234803186536	0.0179806724890024
"GO:0019915"	0.00272562443860852	1.62303817573792	0.207408516199376
"GO:0033327"	0.00274576984795719	0.0182058126659163	0.00151988304134084
"GO:0051715"	0.00273387817133342	0.00162835033495782	0.0352545308295052
"GO:0007417"	0.00273205808459536	0.00162989690980152	0.0356113312975875
"GO:0009408"	0.341850818454591	0.917926991365389	3.98438894274149
"GO:0021532"	0.00769442946978957	0.00162982271346009	0.0177409559268229
"GO:0019079"	0.0381512581915818	0.00162062546994483	0.200003726355019
"GO:0030182"	0.0101916418406092	35.2291541579175	0.0544665691769196
"GO:0031100"	0.000268647095879688	0.111003098002084	0.0180540900466845
"GO:0007034"	0.00272225272122905	4.00490681366018	0.0356865288027426
"GO:0016042"	0.249365163330932	0.11006398212853	2.97561081614321
"GO:0051302"	0.0344939782296464	0.00162711568540001	0.566505195969579
"GO:0046690"	0.0301242657536462	0.00162711914074113	0.447901557420022
"GO:0005976"	0.0819097188917559	0.00162698725532014	0.814160907933181
"GO:0010212"	0.0406417767727313	0.00162713389536686	0.34362860851236
"GO:0042745"	0.0103357173214644	0.0183490209545938	0.0950358141653203
"GO:0048666"	0.0102220898694078	0.00162735374846516	0.0949727543563236
"GO:0019058"	0.0230393057933317	0.00162660056645673	0.153024717231139
"GO:0072358"	0.000268646356394404	14.0305242625337	0.00151988283579167
"GO:0010188"	0.010204582744645	0.00162940701181076	0.0350194836336709
"GO:0097325"	0.00523951182811335	0.0185989880507949	0.001519883041757
"GO:0033194"	0.00514625770221243	0.00162717065611564	0.305184050814432
"GO:0019499"	0.0076511341058221	0.00162816679478485	0.017904199168043
"GO:0007420"	0.018261870865975	1.13632828992109	0.162852932523625
"GO:0050918"	0.00516959585200397	0.00162799793620683	0.205085171250085
"GO:0048481"	0.00273302847106685	0.00162990852450114	0.0178838462899423
"GO:0001896"	0.0920945416376612	0.00162697328487656	0.488275779403224
"GO:0030435"	0.11551541388484	0.0181959331977218	0.958709713160683
"GO:0002237"	0.00273531449518041	0.0016283957514412	0.0181342312912679
"GO:1904059"	0.010322776360448	0.00162980322475722	0.0351357130488917
"GO:0043093"	0.278050321898797	0.0181968373157697	3.52934610112438
"GO:0071976"	0.0103278677031469	0.0016294721659683	0.0617085546749779
"GO:0001649"	0.0152811257332972	86.769884169011	0.199199005140289
"GO:0031016"	0.00272562443638184	35.0253499976517	0.00170635113931075
"GO:0006914"	0.0482751148956971	0.399604865896079	0.184182064785533
"GO:1903842"	0.00026864709582266	0.129945515308581	0.035308534971698
"GO:0043448"	0.00764670483773016	0.00162714328513833	0.207012633704811
"GO:0055001"	0.000268646836789778	0.00162848188027105	0.0017063511393108
"GO:0043158"	0.00273205808459042	0.00162989465434734	0.0353173830973216
"GO:0007160"	0.630018377833894	0.0182068804419985	0.674028816437001
"GO:0006740"	0.028423144779342	33.0068252970147	0.165409620599277
"GO:0042743"	0.00274020034654315	0.018198259543187	0.135042635475162
"GO:0008202"	0.0210707693408614	0.00162739640387506	0.196871384595711
"GO:0050776"	0.00770304680820507	0.00162769471597021	0.0526891859808935
"GO:0031154"	0.000268646885148379	0.0916011915145203	0.0540509270672734
"GO:0035690"	0.00765024793137263	1.85876555776901	0.0897267514816018
"GO:0008258"	0.00272562443589839	0.0554454278214422	0.0532744333048081
"GO:0050892"	0.000268646345791796	0.80004124849128	0.0177409559256433
"GO:0042558"	0.168381333053545	24.4954824855239	1.90774425070903
"GO:1901998"	0.0177583060133495	0.0181973277342622	0.212118835588082
"GO:0006974"	1.13887977362129	2.22455197207803	25.6749134186887
"GO:0009725"	0.00272787791573409	15.6649769001058	0.0937573354428742
"GO:0009291"	0.156462763235057	0.0181965720673881	1.077136753511
"GO:0009416"	0.0238126366707938	14.1011193009885	0.155864290990425
"GO:0042182"	0.0105191945104176	0.0016300134977625	0.0184060190844471
"GO:0019684"	0.149843661326525	0.0931881981737248	0.372826860101983
"GO:0072348"	0.0128958849166934	0.00162942909002731	0.0357514512191482
"GO:0034113"	0.000268646101693468	0.00163032326330091	0.0182434449717802
"GO:0060412"	0.00259234951074803	0.0016277661984205	0.0177623485418577
"GO:0044781"	0.224075681022083	0.0534631037624375	2.62117276994289
"GO:0097254"	0.00275581256405563	0.00162992930420172	0.0177409559256432
"GO:0030903"	0.00273205808459248	0.0182005435041857	0.0180540900466846
"GO:0060326"	0.000268646885226733	0.00162821476634596	0.131798149781688
"GO:0030163"	0.381567150724077	3.68939576253494	4.89233910964602
"GO:0046365"	0.0105191945104176	0.00163001317676898	0.018384085039396
"GO:0120162"	0.00514311133587138	0.132962230004297	0.0532063011305398
"GO:0051599"	0.0155933056759559	0.00162887679706934	0.0566337761851772
"GO:0098732"	0.0103593987120123	0.00163035235534103	0.0183605244444524
"GO:0045454"	0.666072308540138	0.902697389366506	12.6456209799477
"GO:0043605"	0.0154210147857443	0.00162803297854198	0.0193758460862356
"GO:0061025"	0.010302609829207	0.00162466608996369	0.16536069136044
"GO:0042126"	0.114342185566134	0.0353416266861168	1.13821295492386
"GO:0042173"	0.00514625770220834	0.00162846893090092	0.090010401270341
"GO:0071345"	0.00273463393373267	0.00162924375149151	0.0697429247979276
"GO:0007350"	0.00764037987637889	0.0016296349519902	0.00151921191416595
"GO:0048675"	0.000268646540884445	0.00162882695745161	0.0528658285192849
"GO:0085027"	0.000268646893324982	0.00162993734758154	0.0370524065921342
"GO:0000272"	0.353310351393544	2.12830955755225	3.00815487780684
"GO:0010043"	0.0102376846580557	0.840488578852781	0.356322635593122
"GO:0008284"	0.0153488629422661	35.1194637221578	0.118583961314761
"GO:0033014"	0.243643316059537	0.0356368380751317	2.72062984008473
"GO:0033574"	0.00026864657529002	38.5404108970293	0.0734389628955466
"GO:0001315"	0.00026864630476748	0.79766460035809	0.00151988304430114
"GO:0034599"	0.0431822161360162	8.89400036126527	0.372413198277906
"GO:0039708"	0.0204277465601358	0.00162704577862893	0.112736905843732
"GO:0036335"	0.000268647095782282	0.111649111210491	0.0707116317861552
"GO:1900192"	0.000268646504059212	0.00162804722828622	0.210141275371929
"GO:0052778"	0.0051389239986593	0.00162852843162223	0.110955799558549
"GO:0051353"	0.000268646307879844	0.0016292759580038	0.0392543756864176
"GO:0044319"	0.00515676325528843	0.00163027929444051	0.0185687216685737
"GO:0015748"	0.100825760430005	0.497878736964621	1.06526047624244
"GO:0007156"	0.301506342282979	0.00162693063801149	1.11553601321992
"GO:0033252"	0.000268646326049863	0.00162927675922567	0.0398684832670588
"GO:0042538"	0.00768217716959957	0.00162818537617234	0.151401772523205
"GO:0009555"	0.00767487014939437	0.0185967653832464	0.0786410820555471
"GO:0008354"	0.0027558125640884	0.0181993592689452	0.0516155060009945
"GO:0030198"	0.0206624711270706	0.035341508791967	0.290695441703861
"GO:0001666"	0.0289487850298378	31.997534382	0.178047296546897
"GO:0010717"	0.000268646834908802	0.00162848238441731	0.00170680950973144
"GO:0071500"	0.00513187440527978	0.00162801611281747	0.115437155119024
"GO:1900065"	0.000268646311796689	0.00162927457664314	0.039693645227828
"GO:0022011"	0.00272562443618232	35.0183282380023	0.0015198828319516
"GO:0021915"	0.000268646414002147	35.0253586481089	0.0177409559256434
"GO:0071731"	0.00026864684539006	0.00162816403229315	0.0177620484069164
"GO:0006869"	0.101212480764528	1.16878679161638	0.786893527023709
"GO:0002188"	0.000268647092365782	0.00162878735703147	0.082035321303055
"GO:0010810"	0.00272225272042157	0.00162879338771914	0.111399942650094
"GO:0090529"	0.215328092214986	0.053765935338911	3.00450881391764
"GO:0042542"	0.0588090781138618	7.93557839797654	0.487251757978517
"GO:0007563"	0.000268646893868772	1.41902828375389	0.0351357130488926
"GO:0010193"	0.00275202822280571	7.64111037057163	0.0355049644328782
"GO:1901264"	0.0293459632141813	0.0016271454359625	0.344544049525466
"GO:0007010"	0.0535823356187352	0.00162697776872679	0.252554494080771
"GO:0050900"	0.00274343082196307	0.00162976926150002	0.0344067329961071
"GO:0061738"	0.000268647095660589	0.172629550002404	0.053968936346956
"GO:0035206"	0.000268647095642834	0.0919842647955335	0.0177409559256433
"GO:0031101"	0.0076621793858355	35.2787367924662	0.149842163396351
"GO:0042116"	0.000268646571598172	0.00162983501380524	0.0554088978574178
"GO:0032092"	0.00026864690228345	0.0534632496218074	0.0356865288027426
