"x"
"CRR119894"3
"CRR119895"3
"CRR119896"3
"CRR119897"1
"CRR125934"1
"CRR125935"3
"CRR125936"1
"CRR125937"1
"CRR125938"3
"CRR125939"3
"CRR125940"3
"CRR125941"3
"CRR125942"3
"CRR125943"3
"CRR125944"3
"CRR125945"1
"CRR125946"1
"CRR125947"3
"CRR125948"3
"CRR125949"3
"CRR125950"1
"CRR125951"1
"CRR125952"3
"CRR125953"1
"CRR125954"3
"CRR125955"3
"CRR125956"1
"CRR125957"1
"CRR125958"1
"CRR125959"1
"CRR125960"1
"CRR125961"3
"CRR125962"1
"CRR125963"1
"CRR125964"1
"CRR125965"1
"CRR125966"1
"CRR125967"1
"CRR125968"1
"CRR125969"1
"CRR125970"1
"CRR125971"3
"CRR125972"3
"CRR125973"3
"CRR125974"3
"CRR125975"3
"CRR125976"3
"CRR125977"1
"CRR125978"1
"CRR125979"1
"CRR125980"3
"CRR125981"1
"CRR125982"3
"CRR125983"1
"CRR125984"3
"CRR125985"1
"CRR125986"1
"CRR125987"1
"CRR125988"3
"CRR125989"1
"CRR125990"1
"CRR125991"3
"CRR125992"3
"CRR125993"1
"CRR125994"3
"SRR10571655"2
"SRR10571656"2
"SRR10571657"2
"SRR10571658"2
"SRR10571659"2
"SRR10571660"2
"SRR10571662"2
"SRR10571663"2
"SRR10571664"2
"SRR10571665"2
"SRR10571719"2
"SRR10571720"2
"SRR10571721"2
"SRR10571722"2
"SRR10571723"2
"SRR10571724"2
"SRR10571725"2
"SRR10571726"2
"SRR10571727"2
"SRR10571728"2
"SRR10571730"2
"SRR10571731"2
"SRR10571732"2
"SRR10571734"2
"SRR10571735"2
"SRR10571736"2
"SRR10571737"2
"SRR10571738"2
"SRR10571739"2
"SRR10571741"2
"SRR10571742"2
"SRR10571743"2
"SRR10571744"2
"SRR10571752"2
"SRR10571753"2
"SRR10571754"2
"SRR10571755"2
"SRR10571756"2
"SRR10571757"2
"SRR10903401"1
"SRR10903402"3
"SRR10971381"3
"SRR11059940_PE"4
"SRR11059941_PE"4
"SRR11059942_PE"4
"SRR11059942_SE"4
"SRR11059944_PE"4
"SRR11059944_SE"4
"SRR11059945_PE"4
"SRR11059945_SE"5
"SRR11059946_PE"4
"SRR11059946_SE"4
"SRR11059947_PE"4
"SRR11059947_SE"4
"SRR11092056"3
"SRR11092057"3
"SRR11092058"1
"SRR11092059"5
"SRR11092060"5
"SRR11092061"5
"SRR11092062"5
"SRR11092063"5
"SRR11092064"3
"SRR5677652"1
"SRR5677654"1
"SRR5677655"1
"SRR5677656"1
"SRR5677657"1
"SRR5677658"1
"SRR5677659"1
"SRR5677660"1
"SRR5677661"1
